Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,City,State,School_Level,Location,During_Classes,Duration_min,Situation,Targets,Shots_Fired
20220311OHFAP,3,11,2022,3/11/2022,Fairland Middle School,0,0,0,0,Proctorville,OH,Middle,Outside on School Property,Yes,1.0,Illegal Activity,Victims Targeted,3
20220311CADER,3,11,2022,3/11/2022,De Anza High School,0,1,1,0,Richmond,CA,High,Outside on School Property,Yes,1.0,Escalation of Dispute,Both,99
20220310TNHAM,3,10,2022,3/10/2022,Hamilton Middle School,0,0,0,0,Memphis,TN,K-8,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20220310MDCOL,3,10,2022,3/10/2022,Cora L. Rice Elementary School,1,0,1,0,Landover,MD,Elementary,Front of School,Yes,1.0,,Victims Targeted,99
20220310COROH,3,10,2022,3/10/2022,Rock Canyon High School,0,0,0,0,Highlands Ranch,CO,High,Parking Lot,Yes,1.0,,Neither,4
20220309TXNOH,3,9,2022,3/9/2022,Kimball High School,0,1,1,0,Houston,TX,High,School Bus,No,1.0,Accidental,Random Shooting,1
20220309NMESE,3,9,2022,3/9/2022,Espanola Valley High School,0,0,0,0,Espanola,NM,High,Parking Lot,No,1.0,Intentional Property Damage,Neither,99
20220309FLNOM,3,9,2022,3/9/2022,North Gardens High School,0,3,3,0,Miami Gardens,FL,High,Front of School,Yes,1.0,Drive-by Shooting,Both,99
20220307IAEAD,3,7,2022,3/7/2022,East High School,1,2,3,0,Des Moines,IA,High,Front of School,Yes,1.0,Drive-by Shooting,Both,40
20220304KSOLO,3,4,2022,3/4/2022,Olathe East High School,0,2,2,0,Olathe,KS,High,Office,Yes,1.0,Anger Over Grade/Suspension/Discipline,Victims Targeted,10
20220303MIJWL,3,3,2022,3/3/2022,JW Sexton High School,0,1,1,0,Lansing,MI,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20220228GAJOJ,2,28,2022,2/28/2022,Jonesboro High School,0,0,0,0,Jonesboro,GA,High,Inside School Building,Yes,1.0,,,1
20220228NYBOB,2,28,2022,2/28/2022,Boys and Girls High School,0,1,1,0,Brooklyn,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20220227DCDUW,2,27,2022,2/27/2022,Dunbar High School,1,0,1,0,Washington,DC,High,Front of School,No,1.0,,Victims Targeted,
20220225NMWEA,2,25,2022,2/25/2022,West Mesa High School,1,0,1,0,Albuquerque,NM,High,Football Field/Track,Yes,1.0,Escalation of Dispute,Victims Targeted,6
20220225ALSOH,2,25,2022,2/25/2022,Sonnie Hereford Elementary,0,0,0,0,Huntsville,AL,Elementary,Classroom,Yes,1.0,Accidental,Neither,1
20220223VAWOW,2,23,2022,2/23/2022,Woodbridge High School,0,0,0,0,Woodbridge,VA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,1
20220222TXALH,2,22,2022,2/22/2022,Alief ISD Center for Advanced Careers,1,0,1,0,Houston,TX,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20220222COLIP,2,22,2022,2/22/2022,Liberty Point International Middle School,1,0,1,0,Pueblo,CO,Middle,Beside Building,Yes,1.0,Officer-Involved Shooting,Victims Targeted,3
20220221MDJOH,2,21,2022,2/21/2022,John Carroll Elementary School,1,0,1,0,Hyattsville,MD,Elementary,Playground,No,1.0,Illegal Activity,Victims Targeted,99
20220220OKWIW,2,20,2022,2/20/2022,Wilson Middle School,0,1,1,0,Wilson,OK,Middle,Football Field/Track,No,1.0,Illegal Activity,Victims Targeted,2
20220220MSMCM,2,20,2022,2/20/2022,McColm High School,1,4,5,0,McColm,MS,High,Basketball Court,No,1.0,Drive-by Shooting,Both,99
20220219VACAC,2,19,2022,2/19/2022,Camelot Elementary School,1,0,1,0,Chesapeake,VA,Elementary,Parking Lot,No,1.0,,,
20220218MATET,2,18,2022,2/18/2022,Tewksbury High School,0,0,0,0,Tewksbury,MA,High,Parking Lot,No,1.0,Drive-by Shooting,Random Shooting,99
20220217WAMCG,2,17,2022,2/17/2022,McClure Elementary School,0,1,1,0,Grandview,WA,Elementary,Outside on School Property,No,1.0,Escalation of Dispute,Victims Targeted,99
20220214FLLAL,2,14,2022,2/14/2022,Lake City Middle School,0,0,0,0,Lake City,FL,Middle,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20220211DCEAW,2,11,2022,2/11/2022,Eagle Academy,0,1,1,0,Washington,DC,K-8,Parking Lot,Yes,1.0,,,
20220209NYMCB,2,9,2022,2/9/2022,McKinley High School,0,2,2,0,Buffalo,NY,High,Parking Lot,Yes,1.0,Escalation of Dispute,Both,
20220209MNMIM,2,9,2022,2/9/2022,Minneapolis School Bus,0,1,1,0,Minneapolis,MN,Elementary,School Bus,Yes,1.0,Drive-by Shooting,Both,99
20220208NYMOM,2,8,2022,2/8/2022,Mount Vernon High School,0,0,0,0,Mount Vernon,NY,High,Front of School,Yes,1.0,Drive-by Shooting,,3
20220208MDCAC,2,8,2022,2/8/2022,Catonsville High School,0,2,2,0,Catonsville,MD,High,Parking Lot,No,1.0,,Victims Targeted,6
20220204GASOD,2,4,2022,2/4/2022,Southwest DeKalb High School,0,0,0,0,Decatur,GA,High,Parking Lot,Yes,1.0,Accidental,Neither,1
20220204ALWEB,2,4,2022,2/4/2022,Wenonah High School,0,1,1,0,Birmingham,AL,High,Beside Building,No,1.0,,Both,
20220203NCSPS,2,3,2022,2/3/2022,Speight Middle School,0,0,0,0,Stantonsburg,NC,Middle,School Bus,Yes,1.0,,,
20220202KYLOR,2,2,2022,2/2/2022,Logan County Community Technology Center,0,0,0,0,Russellville,KY,High,Front of School,No,1.0,Intentional Property Damage,Random Shooting,99
20220201WIRUM,2,1,2022,2/1/2022,Rufus King High School,0,5,5,0,Milwaukee,WI,High,Parking Lot,No,1.0,Escalation of Dispute,Both,99
20220201PAACS,2,1,2022,2/1/2022,Academy Park High School,0,0,0,0,Sharon Hill,PA,High,Parking Lot,Yes,1.0,,,99
20220201MNSOR,2,1,2022,2/1/2022,South Education Center,1,2,3,0,Richfield,MN,K-12,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20220201ILALC,2,1,2022,2/1/2022,Alessandro Volta Elementary School,0,1,1,0,Chicago,IL,Elementary,Front of School,Yes,1.0,,Both,99
20220129WIBEB,1,29,2022,1/29/2022,Beloit Memorial High School,1,0,1,0,Beloit,WI,High,Parking Lot,No,1.0,,Victims Targeted,
20220128LACAM,1,28,2022,1/28/2022,Carroll High School,0,0,0,0,Monroe,LA,High,Parking Lot,No,1.0,Illegal Activity,Random Shooting,2
20220127TXMOH,1,27,2022,1/27/2022,Montgomery Elementary School,0,1,1,0,Houston,TX,Elementary,Parking Lot,No,1.0,Illegal Activity,Victims Targeted,99
20220126PABAP,1,26,2022,1/26/2022,Bartram High School,1,0,1,0,Philadelphia,PA,High,Front of School,Yes,1.0,,Victims Targeted,
20220124NVSUL,1,24,2022,1/24/2022,Sunrise Mountain High School,0,1,1,0,Las Vegas,NV,High,Parking Lot,Yes,1.0,,Victims Targeted,
20220124IDDAD,1,24,2022,1/24/2022,Dalton Elementary School,0,0,0,0,Dalton Gardens,ID,Elementary,Off School Property,Yes,1.0,Hostage/Standoff,Random Shooting,0
20220121MDMAR,1,21,2022,1/21/2022,Magruder High School,0,1,1,0,Rockville,MD,High,Bathroom,Yes,1.0,Escalation of Dispute,Victims Targeted,1
20220121GAMCA,1,21,2022,1/21/2022,McNair High School,0,0,0,0,Atlanta,GA,High,Parking Lot,Yes,1.0,Drive-by Shooting,,99
20220119VAMAP,1,19,2022,1/19/2022,Manor High School,1,0,1,0,Portsmouth,VA,High,Parking Lot,Yes,1.0,,Victims Targeted,
20220119PAPIP,1,19,2022,1/19/2022,Pittsburgh Oliver Citywide Academy,1,0,1,0,Pittsburgh,PA,K-12,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,
20220119FLSES,1,19,2022,1/19/2022,Seminole High School,0,1,1,0,Sanford,FL,High,Bathroom,Yes,1.0,Domestic w/ Targeted Victim,Victims Targeted,3
20220119DCANW,1,19,2022,1/19/2022,Anacostia High School,0,0,0,0,Washington,DC,High,Front of School,No,1.0,,Victims Targeted,
20220117TXPYH,1,17,2022,1/17/2022,Pyburn Elementary School,2,0,2,0,Houston,TX,Elementary,Parking Lot,No,1.0,Illegal Activity,Victims Targeted,
20220114MDGAG,1,14,2022,1/14/2022,Gaithersburg High School,0,0,0,0,Gaithersburg,MD,High,Parking Lot,Yes,1.0,Illegal Activity,,0
20220111NMVAA,1,11,2022,1/11/2022,Valley High School,0,0,0,0,Albuquerque,NM,High,Parking Lot,No,1.0,,,15
20220106CAFLS,1,6,2022,1/6/2022,Florin High School,0,2,2,0,Sacramento,CA,High,Field (General),No,1.0,Escalation of Dispute,Both,
20220104ILAUR,1,4,2022,1/4/2022,Auburn High School,0,2,2,0,Rockford,IL,High,Parking Lot,Yes,1.0,,Victims Targeted,5
20220103WACHP,1,3,2022,1/3/2022,Childpeace Montessori School,0,0,0,0,Portland,OR,K-8,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,2
20220103OHCOC,1,3,2022,1/3/2022,Columbus School Bus,0,0,0,0,Columbus,OH,,School Bus,Yes,1.0,,,
20211229NCCAS,12,29,2021,12/29/2021,Catawba College (high school tournament),0,2,2,0,Salisbury,NC,High,Gym,No,1.0,Escalation of Dispute,Victims Targeted,
20211217TXWOD,12,17,2021,12/17/2021,Woodrow Wilson Junior High,0,0,0,0,Dayton,TX,High,School Bus,Yes,1.0,Drive-by Shooting,Neither,0
20211216SCEAC,12,16,2021,12/16/2021,Eau Claire High School,0,0,0,0,Columbia,SC,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,
20211216NYPSB,12,16,2021,12/16/2021,P.S. 026 Jesse Owens,0,0,0,0,Brooklyn,NY,Elementary,Front of School,Yes,1.0,,,
20211214WISOM,12,14,2021,12/14/2021,South Division High School,0,0,0,0,Milwaukee,WI,High,Front of School,Yes,1.0,Escalation of Dispute,Neither,5
20211214VAMEN,12,14,2021,12/14/2021,Menchville High School,1,0,1,0,Newport News,VA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20211213NCWEC,12,13,2021,12/13/2021,West Charlotte High School,0,0,0,0,Charlotte,NC,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,1
20211213FLEAO,12,13,2021,12/13/2021,East River High School,0,0,0,0,Orlando,FL,High,Parking Lot,Yes,1.0,,,1
20211212NYSCR,12,12,2021,12/12/2021,School No. 17,1,0,1,0,Rochester,NY,K-8,Playground,No,1.0,Escalation of Dispute,Victims Targeted,
20211211GAJOG,12,11,2021,12/11/2021,Jones County High School,0,0,0,0,Gray,GA,High,Gym,No,1.0,Escalation of Dispute,Victims Targeted,1
20211211FLEDL,12,11,2021,12/11/2021,Edward A. Upthegrove Elementary School,0,1,1,0,LaBelle,FL,Elementary,Gym,No,1.0,,Victims Targeted,
20211210OHCAC,12,10,2021,12/10/2021,Canal Winchester High School,0,0,0,0,Canal Winchester,OH,High,Field (General),No,1.0,Illegal Activity,Random Shooting,
20211210NCJEC,12,9,2021,12/9/2021,Jesse C. Carson High,0,0,0,0,China Grove,NC,High,Parking Lot,Yes,1.0,Accidental,Neither,
20211209NYGRN,12,9,2021,12/9/2021,Greater Oaks Charter School,0,0,0,0,New York,NY,Elementary,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,
20211208MOEWK,12,8,2021,12/8/2021,Ewing Marion Kauffman School,0,2,2,0,Kansas City,MO,High,Parking Lot,No,1.0,,,
20211208KYSTL,12,8,2021,12/8/2021,St. Matthews Elementary School,0,0,0,0,Louisville,KY,Elementary,Parking Lot,No,1.0,,Victims Targeted,
20211207ILHAC,12,7,2021,12/7/2021,Haines Elementary School,1,0,1,0,Chicago,IL,Elementary,Front of School,Yes,1.0,Illegal Activity,Victims Targeted,12
20211206NYSUS,12,6,2021,12/6/2021,Susan E. Wagner High School,0,1,1,0,Staten Island,NY,High,Front of School,Yes,1.0,,Victims Targeted,0
20211206CAWIW,12,6,2021,12/6/2021,Wilmington Park Elementary School,1,2,3,0,Wilmington,CA,Elementary,Playground,Yes,1.0,,Both,
20211203ARBLB,12,3,2021,12/3/2021,Blytheville High School,0,0,0,0,Blytheville,AR,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20211202WAGAS,12,3,2021,12/3/2021,Garfield High School,0,0,0,0,Seattle,WA,High,Parking Lot,No,1.0,,Both,30
20211202PAWIP,12,2,2021,12/2/2021,William Dick School,1,0,1,0,Philadelphia,PA,K-8,Parking Lot,Yes,1.0,,Victims Targeted,8
20211201TXSAP,12,1,2021,12/1/2021,Sam Rayburn High School,0,0,0,0,Pasadena,TX,High,Football Field/Track,Yes,1.0,Illegal Activity,Victims Targeted,1
20211130TNHUH,11,30,2021,11/30/2021,Humboldt High School,1,2,3,0,Humboldt,TN,High,Gym,No,1.0,Escalation of Dispute,Both,
20211130OHWHW,11,30,2021,11/30/2021,Whitehall Yearling High School,0,0,0,0,Whitehall,OH,High,Parking Lot,No,1.0,Accidental,Neither,1
20211130MIOXO,11,30,2021,11/30/2021,Oxford High School,4,7,11,0,Oxford,MI,High,Inside School Building,Yes,10.0,Indiscriminate Shooting,Both,20
20211130CALOL,11,30,2021,11/30/2021,Los Angeles School Bus,0,0,0,0,Los Angeles,CA,,School Bus,No,1.0,Intentional Property Damage,Neither,
20211129ILWER,11,29,2021,11/29/2021,West Middle School,0,0,0,0,Rockford,IL,Middle,Beside Building,No,1.0,,,
20211129AZCHP,11,29,2021,11/29/2021,Cesar Chavez High School,0,1,1,0,Phoenix,AZ,High,Bathroom,Yes,1.0,Escalation of Dispute,Victims Targeted,
20211126CAWES,11,26,2021,11/26/2021,Westmount High School,0,2,2,0,San Jose,CA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20211125SCCEP,11,24,2021,11/25/2021,Central High School,0,0,0,0,Pageland,SC,High,Outside on School Property,No,1.0,,,
20211124ILTHH,11,24,2021,11/24/2021,Thornton Township High School,0,0,0,0,Harvey,IL,High,Front of School,Yes,1.0,,,
20211123OHCLC,11,23,2021,11/23/2021,Cleveland School Bus,0,0,0,0,Cleveland,OH,,School Bus,Yes,1.0,Illegal Activity,Neither,
20211119COHIA,11,19,2021,11/19/2021,Hinkley High School,0,3,3,0,Aurora,CO,High,Parking Lot,,1.0,Escalation of Dispute,Victims Targeted,
20211119MDGIB,11,18,2021,11/18/2021,Gilmor Elementary School,1,0,1,0,Baltimore,MD,Elementary,Front of School,No,1.0,,Victims Targeted,
20211117CAORA,11,17,2021,11/17/2021,Orangeview Junior High School,0,1,0,0,Anaheim,CA,Middle,Inside School Building,No,1.0,Suicide/Attempted,Victims Targeted,1
20211116LAABA,11,16,2021,11/16/2021,Abbeville School Bus,1,0,1,0,Abbeville,LA,,School Bus,Yes,1.0,,Victims Targeted,
20211116NYPSB,11,16,2021,11/16/2021,P.S. 44,0,0,0,0,Bronx,NY,Elementary,Front of School,Yes,1.0,,Victims Targeted,
20211116FLJAJ,11,16,2021,11/16/2021,Jacksonville School Bus,0,0,0,0,Jacksonville,FL,,School Bus,Yes,1.0,,Both,
20211115NYPOP,11,15,2021,11/15/2021,Poughkeepsie High School,0,0,0,0,Poughkeepsie,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,6
20211110NCMOM,11,10,2021,11/10/2021,Mooresville High School,0,0,0,1,Mooresville,NC,High,Bathroom,Yes,1.0,Suicide/Attempted,Victims Targeted,1
20211110NYITI,11,10,2021,11/10/2021,Ithaca High School,0,0,0,0,Ithaca,NY,High,School Bus,No,1.0,,,
20211109NMMEL,11,9,2021,11/9/2021,Mesilla Valley Leadership Academy,0,0,0,1,Las Cruces,NM,,Beside Building,Yes,210.0,Hostage/Standoff,Neither,1
20211108NYTHB,11,8,2021,11/8/2021,Theodore Roosevelt High School,0,1,1,0,Bronx,NY,High,Front of School,Yes,1.0,Drive-by Shooting,Victims Targeted,
20211106FLOVO,11,6,2021,11/6/2021,Oviedo High School,0,0,0,0,Oviedo,FL,High,Gym,No,1.0,Escalation of Dispute,Neither,0
20211102NMHIH,11,2,2021,11/2/2021,Highland Middle School,0,3,3,0,Hobbs,NM,Middle,Parking Lot,Yes,1.0,Indiscriminate Shooting,Random Shooting,
20211030PASTM,10,30,2021,10/30/2021,Sto Rox High School,0,1,1,0,McKees Rock,PA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,12
20211027SCCAS,10,27,2021,10/27/2021,Calhoun County High School,0,0,0,0,St. Matthews,SC,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20211026MSCAN,10,26,2021,10/26/2021,Cathedral School,0,0,0,0,Natchez,MS,K-12,Classroom,Yes,1.0,Accidental,Neither,1
20211026ILWIC,10,26,2021,10/26/2021,Jose de Diego Community Academy,0,0,0,0,Chicago,IL,K-12,Front of School,No,1.0,Escalation of Dispute,Victims Targeted,2
20211022PAPHP,10,22,2021,10/22/2021,Philadelphia Learning Academy South,0,0,0,0,Philadelphia,PA,High,Gym,Yes,1.0,Accidental,Neither,1
20211021NYPSB,10,21,2021,10/21/2021,P. S. 65 Mother Hale Academy,0,1,1,0,Bronx,NY,Elementary,Beside Building,Yes,1.0,Escalation of Dispute,Victims Targeted,1
20211021GABES,10,21,2021,10/21/2021,Bethesda Academy,0,0,0,0,Savannah,GA,6-Dec,Parking Lot,No,1.0,Indiscriminate Shooting,Random Shooting,
20211018PALIP,10,18,2021,10/18/2021,Lincoln High School,0,2,2,0,Philadelphia,PA,High,Field (General),Yes,1.0,Escalation of Dispute,Both,15
20211017ARROR,10,17,2021,10/17/2021,Rogers High School,0,0,0,0,Rogers,AR,High,Football Field/Track,No,1.0,Intentional Property Damage,Neither,16
20211015CAKEF,10,15,2021,10/15/2021,Kepler Community School,0,1,1,0,Fresno,CA,Elementary,Playground,Yes,1.0,Hostage/Standoff,Neither,0
20211015ALWIM,10,15,2021,10/15/2021,Williamson High School,0,4,4,0,Mobile,AL,6-Dec,Football Field/Track,No,1.0,,Both,
20211014MEREP,10,14,2021,10/14/2021,Reiche Community School,1,0,1,0,Portland,ME,Elementary,Playground,No,1.0,,Victims Targeted,
20211013PACHD,10,13,2021,10/13/2021,Charles Kelly Elementary,0,0,0,0,Drexel Hill,PA,Elementary,School Bus,Yes,10.0,Indiscriminate Shooting,Both,
20211013ILMCC,10,13,2021,10/13/2021,McDade Classical Elementary School,0,0,0,0,Chicago,IL,Elementary,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,28
20211012OKUNT,10,12,2021,10/12/2021,Union High School,0,0,0,0,Tulsa,OK,High,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,
20211012MIELK,10,12,2021,10/12/2021,El Sol Academy,0,2,2,0,Kalamazoo,MI,Elementary,Parking Lot,No,1.0,,Victims Targeted,
20211012ILWEC,10,12,2021,10/12/2021,Wendell Phillips Academy High School,0,2,2,0,Chicago,IL,High,Entryway,Yes,1.0,Murder/Assassination,Both,8
20211012ARLIL,10,12,2021,10/12/2021,Little Rock Central High School,0,0,0,0,Little Rock,AR,High,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,
20211011ORROP,10,11,2021,10/11/2021,Rosemary Anderson High School,0,1,1,0,Portland,OR,High,Off School Property,Yes,1.0,,,
20211008OKCOC,10,8,2021,10/8/2021,Comanche Middle School,0,0,0,0,Comanche,OK,Middle,Cafeteria,No,1.0,,Random Shooting,
20211007TXEAW,10,7,2021,10/7/2021,East Chambers High School,0,1,1,0,Winnie,TX,High,Football Field/Track,No,1.0,Accidental,Random Shooting,
20211007PAANP,10,7,2021,10/7/2021,Antonia Pantoja Charter School,0,0,0,0,Philadelphia,PA,K-8,Cafeteria,No,1.0,Intentional Property Damage,Neither,
20211007NCEAD,10,7,2021,10/7/2021,Eastway Elementary School,0,0,0,1,Durham,NC,Elementary,Parking Lot,No,1.0,Suicide/Attempted,Victims Targeted,1
20211007DCWAW,10,7,2021,10/7/2021,Walkins Elementary School,1,0,1,0,Washington,DC,Elementary,Football Field/Track,No,1.0,Escalation of Dispute,Victims Targeted,12
20211006TXTIA,10,6,2021,10/6/2021,Timberview High School,0,3,3,0,Arlington,TX,High,Classroom,Yes,1.0,Escalation of Dispute,Both,6
20211005NDHEH,10,5,2021,10/5/2021,Hettinger Public School,0,0,0,0,Hettinger,ND,K-12,Classroom,Yes,1.0,Suicide/Attempted,Victims Targeted,1
20211005NCGAC,10,5,2021,10/5/2021,Garinger High School,0,0,0,0,Charlotte,NC,High,Front of School,Yes,1.0,Drive-by Shooting,Victims Targeted,
20211004PASCP,10,4,2021,10/4/2021,School of the Future,0,2,2,0,Philadelphia,PA,High,Outside on School Property,No,1.0,,Both,100
20211004OHWOT,10,4,2021,10/4/2021,Woodward High School,0,1,1,0,Toledo,OH,High,Off School Property,No,1.0,,,
20211004NMSAS,10,4,2021,10/4/2021,Santa Fe Indian School,0,0,0,0,Santa Fe,NM,6-Dec,Outside on School Property,Yes,,Illegal Activity,Random Shooting,
20211004ILLAC,10,4,2021,10/4/2021,Lakeview High School,0,0,0,0,Chicago,IL,High,Parking Lot,,1.0,,,12
20211001TXYEH,10,1,2021,10/1/2021,YES Prep,0,1,1,0,Houston,TX,High,Entryway,Yes,,Psychosis,Both,4
20211001NJCHC,10,1,2021,10/1/2021,Cherry Hill West High School,0,0,0,0,Cherry Hill,NJ,High,Football Field/Track,No,1.0,Indiscriminate Shooting,Random Shooting,8
20211001NCSEF,10,1,2021,10/1/2021,Seventy-First High School,0,2,2,0,Fayetteville,NC,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,
20211001NCNOD,10,1,2021,10/1/2021,Northern High School,0,1,1,0,Durham,NC,High,Football Field/Track,No,1.0,Drive-by Shooting,Random Shooting,15
20211001INBEI,10,1,2021,10/1/2021,Ben Davis High School,0,1,1,0,Indianapolis,IN,High,Football Field/Track,No,1.0,Illegal Activity,Victims Targeted,6
20210930TNCUM,9,30,2021,9/30/2021,Cummings Elementary School,0,1,1,0,Memphis,TN,K-8,Hallway,Yes,1.0,Escalation of Dispute,Victims Targeted,1
20210930MSNEN,9,30,2021,9/30/2021,Newton Elementary School,0,1,1,0,Newton,MS,Elementary,Outside on School Property,Yes,1.0,Accidental,Random Shooting,1
20210929OHSHS,9,29,2021,9/29/2021,Shaker Heights Middle School,0,0,0,0,Shaker Heights,OH,Middle,Parking Lot,No,1.0,Escalation of Dispute,Neither,1
20210928MESOS,9,28,2021,9/28/2021,South Portland High School,0,1,1,0,South Portland,ME,High,Parking Lot,No,1.0,,Victims Targeted,
20210927ILCAC,9,27,2021,9/27/2021,Canterbury Elementary School,0,0,0,0,Crystal Lake,IL,Elementary,Playground,Yes,,,,
20210924VAESE,9,24,2021,9/24/2021,Essex High School,0,0,0,0,Essex,VA,High,Football Field/Track,No,10.0,Escalation of Dispute,Neither,10
20210924TNSTS,9,24,2021,9/24/2021,Stewarts Creek High School,0,0,0,0,Smyrna,TN,High,Parking Lot,No,1.0,Escalation of Dispute,Neither,
20210924MDWIB,9,24,2021,9/24/2021,Wildwood Elementary/Middle School,0,1,1,0,Baltimore,MD,K-8,Outside on School Property,No,1.0,,Victims Targeted,
20210924ALFAF,9,24,2021,9/24/2021,Fairfield High Preparatory School,0,1,1,0,Fairfield,AL,High,Parking Lot,No,1.0,Indiscriminate Shooting,Random Shooting,
20210923IDRIR,9,23,2021,9/23/2021,Rigby Middle School,0,0,0,0,Rigby,ID,Middle,Bathroom,Yes,1.0,Suicide/Attempted,Victims Targeted,0
20210922NYSOB,9,22,2021,9/22/2021,South Shore High School,0,1,1,0,Brooklyn,NY,High,Front of School,Yes,1.0,,,
20210922CTLIN,9,22,2021,9/22/2021,Lincoln-Bassett Community School,0,0,0,0,New Haven,CT,Elementary,Off School Property,Yes,1.0,Drive-by Shooting,Neither,
20210921PAVAP,9,21,2021,9/21/2021,Vaux Big Picture High School,0,1,1,0,Philadelphia,PA,High,Front of School,Yes,1.0,,Victims Targeted,
20210921OHMIM,9,21,2021,9/21/2021,Middletown Preparatory and Fitness Academy,0,0,0,0,Middletown,OH,High,School Bus,Yes,1.0,Intentional Property Damage,Neither,
20210921KSEAW,9,21,2021,9/21/2021,East High School,0,3,3,0,Wichita,KS,High,Front of School,Yes,1.0,Escalation of Dispute,Both,
20210921GAFRA,9,21,2021,9/21/2021,Fred A. Toomer Elementary School,0,0,0,0,Atlanta,GA,Elementary,Outside on School Property,Yes,1.0,Escalation of Dispute,Victims Targeted,
20210921FLLAL,9,21,2021,9/21/2021,Lake Asbury Elementary School,0,0,0,0,Lake Asbury,FL,Elementary,School Bus,Yes,10.0,Intentional Property Damage,Neither,
20210920VAHEN,9,20,2021,9/20/2021,Heritage High School,0,2,2,0,Newport News,VA,High,Hallway,Yes,1.0,Escalation of Dispute,Both,5
20210920OHEAC,9,20,2021,9/20/2021,Eastside Arts Academy,0,3,3,0,Cleveland,OH,Elementary,Playground,No,1.0,,,
20210918COWIC,9,18,2021,9/18/2021,Widefield High School,0,3,3,0,Colorado Springs,CO,High,Parking Lot,No,1.0,,Both,
20210917VAHEH,9,17,2021,9/17/2021,Hermitage High School,0,0,0,0,Henrico,VA,High,Parking Lot,No,1.0,Escalation of Dispute,Neither,
20210917TNAUK,9,17,2021,9/17/2021,Austin-East High School,0,1,1,0,Knoxville,TN,High,Off School Property,No,1.0,,,
20210917PAWEP,9,17,2021,9/17/2021,West Philadelphia High School,0,2,2,0,Philadelphia,PA,High,Football Field/Track,No,1.0,Escalation of Dispute,,20
20210917NCPAW,9,17,2021,9/17/2021,Parkland High School,0,0,0,0,Winston-Salem,NC,High,Field (General),Yes,1.0,Escalation of Dispute,Random Shooting,
20210917GASWS,9,17,2021,9/17/2021,Swainsboro High School,0,0,0,0,Swainsboro,GA,High,Football Field/Track,No,1.0,Escalation of Dispute,Neither,3
20210916WIORM,9,16,2021,9/16/2021,Orchard Ridge Elementary School,0,0,0,0,Madison,WI,Elementary,Beside Building,No,1.0,,,
20210916UTPRP,9,16,2021,9/16/2021,Provo High School,0,0,0,0,Provo,UT,High,Hallway,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20210916OHBEC,9,16,2021,9/16/2021,Beechcroft High School,0,0,0,0,Columbus,OH,High,Parking Lot,No,1.0,,Neither,7
20210915VASPS,9,15,2021,9/15/2021,Springfield Estates Elementary,0,0,0,0,Springfield,VA,Elementary,Inside School Building,Yes,,,,
20210915KYMAL,9,15,2021,9/15/2021,Mary Todd Elementary School,0,1,1,0,Lexington,KY,Elementary,Parking Lot,No,1.0,,Victims Targeted,
20210915ILCEC,9,15,2021,9/15/2021,Centennial High School,0,0,0,0,Champaign,IL,High,Field (General),Yes,1.0,,,13
20210914TNLAL,9,14,2021,9/14/2021,La Vergne High School,0,0,0,0,La Vergne,TN,High,Parking Lot,Yes,1.0,,Random Shooting,3
20210914MOMCH,9,14,2021,9/14/2021,McNair Elementary School,0,0,0,0,Hazelwood,MO,Elementary,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20210913SCEDC,9,13,2021,9/13/2021,Edwards Elementary School,0,1,1,0,Chesterfield County,SC,Elementary,Parking Lot,Yes,1.0,Domestic w/ Targeted Victim,Victims Targeted,1
20210910CONOA,9,10,2021,9/10/2021,North Area Athletic Complex,0,0,0,0,Arvada,CO,High,Parking Lot,No,1.0,Drive-by Shooting,Victims Targeted,4
20210910CASTP,9,10,2021,9/10/2021,Stratford School,0,0,0,0,Palo Alto,CA,Elementary,Playground,Yes,1.0,Indiscriminate Shooting,Random Shooting,1
