year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2017,03,District of Columbia,92,4,97,68,4,72
2017,03,Florida,69259,28774,98033,59160,27148,86308
2017,03,Georgia,21925,11213,33139,17153,11264,28417
2017,03,Guam,96,59,155,94,56,150
2017,03,Hawaii,0,0,0,,,
2017,03,Idaho,5217,5706,10923,4147,5156,9304
2017,03,Illinois,34898,17180,52077,26339,14048,40387
2017,03,Indiana,32325,16672,48996,23637,14729,38366
2017,03,Iowa,352,3455,3807,276,2859,3135
2017,03,Kansas,8879,6470,15349,6815,6191,13007
2017,03,Kentucky,15855,10601,26456,11919,10030,21949
2017,03,Louisiana,16209,9739,25948,13628,11774,25402
2017,03,Maine,5230,3831,9062,3918,3787,7705
2017,03,Mariana Islands,10,1,11,,,
2017,03,Maryland,5961,6334,12295,4886,5921,10807
2017,03,Massachusetts,8205,3967,12172,6381,3132,9513
2017,03,Michigan,17934,12514,30448,13000,11502,24502
2017,03,Minnesota,16002,14857,30858,11619,12893,24512
2017,03,Mississippi,13256,7670,20926,10079,8629,18707
2017,03,Missouri,31802,21139,52941,25222,19001,44224
2017,03,Montana,4286,5352,9637,3479,5041,8519
2017,03,Nebraska,201,2190,2391,177,2211,2388
2017,03,Nevada,6973,3872,10845,5579,3333,8912
2017,03,New Hampshire,8009,3812,11821,6107,3281,9388
2017,03,New Jersey,7558,4250,11808,6112,3669,9781
2017,03,New Mexico,7839,5440,13278,6145,4773,10919
2017,03,New York,14291,17374,31666,11752,16404,28156
2017,03,North Carolina,2123,15508,17631,1880,15293,17173
2017,03,North Dakota,2291,2685,4976,1719,2475,4193
2017,03,Ohio,42850,23547,66397,33285,20692,53976
2017,03,Oklahoma,16647,12146,28794,13837,11863,25700
2017,03,Oregon,18895,14873,33768,15311,12543,27854
2017,03,Pennsylvania,67328,17420,84747,51130,14410,65540
2017,03,Puerto Rico,1425,257,1682,1419,272,1691
2017,03,Rhode Island,1812,1115,2927,1438,901,2340
2017,03,South Carolina,15373,8184,23557,12010,8233,20243
2017,03,South Dakota,3959,4316,8275,3037,4183,7220
2017,03,Tennessee,32306,17514,49820,27476,17777,45253
2017,03,Texas,64712,40869,105581,53416,42149,95565
2017,03,United States,851688,532036,1383724,681264,504302,1185566
2017,03,Utah,4841,4411,9252,3792,4348,8139
2017,03,Vermont,2328,2092,4420,1699,1763,3462
2017,03,Virgin Islands,30,6,35,,,
2017,03,Virginia,32860,19529,52390,25689,18121,43810
2017,03,Washington,23147,14823,37970,19047,13648,32695
2017,03,West Virginia,10351,7853,18204,7723,7273,14996
2017,03,Wisconsin,21896,18484,40380,15847,14702,30548
2017,03,Wyoming,2355,2378,4733,1878,2137,4015
2017,04,Alabama,8131,5484,13615,9214,7830,17044
2017,04,Alaska,3553,3380,6933,3381,3310,6691
2017,04,Arizona,15356,8957,24313,15381,10162,25543
2017,04,Arkansas,6553,4964,11517,7424,7276,14701
2017,04,California,49700,27388,77088,48882,29515,78398
2017,04,Colorado,22573,14823,37396,22941,16291,39231
2017,04,Connecticut,7213,2269,9482,7121,2506,9627
2017,04,Delaware,2317,1472,3788,2289,1768,4057
2017,04,District of Columbia,75,1,76,68,3,71
2017,04,Florida,60202,23462,83664,62894,27458,90351
2017,04,Georgia,14985,7687,22672,16862,11609,28471
2017,04,Guam,109,50,158,119,54,173
2017,04,Hawaii,0,0,0,,,
2017,04,Idaho,4437,4619,9056,4622,5323,9945
2017,04,Illinois,28885,12387,41272,27992,13981,41974
2017,04,Indiana,24344,13274,37618,25130,15381,40512
2017,04,Iowa,280,2586,2867,272,3118,3390
2017,04,Kansas,6830,5217,12047,7374,6607,13981
2017,04,Kentucky,11320,7647,18967,12587,9621,22208
2017,04,Louisiana,12147,7318,19466,13823,11952,25775
2017,04,Maine,4399,3582,7981,4163,3881,8044
2017,04,Mariana Islands,12,2,14,,,
2017,04,Maryland,4905,5667,10572,4592,6273,10866
2017,04,Massachusetts,7407,3202,10610,7231,3289,10520
2017,04,Michigan,13996,10324,24320,13712,12258,25970
2017,04,Minnesota,14975,13952,28928,11616,12752,24368
2017,04,Mississippi,9071,5118,14189,9994,8682,18676
2017,04,Missouri,23459,16634,40093,25577,19704,45281
2017,04,Montana,3556,4912,8468,3501,5205,8706
2017,04,Nebraska,143,1817,1960,152,2376,2528
2017,04,Nevada,5695,3337,9032,5874,3481,9355
2017,04,New Hampshire,6234,3443,9677,6061,3466,9528
2017,04,New Jersey,6294,3521,9815,5404,3692,9096
2017,04,New Mexico,6525,4719,11244,6753,5259,12012
2017,04,New York,13329,16275,29603,12364,17207,29571
2017,04,North Carolina,1822,11060,12882,2001,14805,16806
2017,04,North Dakota,2539,2850,5389,2058,2958,5016
2017,04,Ohio,35889,18963,54852,34833,21432,56264
2017,04,Oklahoma,15597,10970,26567,16135,12847,28982
2017,04,Oregon,16636,11988,28624,16432,12447,28879
2017,04,Pennsylvania,53081,13065,66145,53800,14328,68128
2017,04,Puerto Rico,1244,253,1497,1323,272,1596
2017,04,Rhode Island,1481,960,2441,1424,933,2357
2017,04,South Carolina,11778,6137,17915,12589,8430,21019
2017,04,South Dakota,3348,3472,6820,3354,4210,7564
2017,04,Tennessee,25334,12673,38007,28072,17017,45090
2017,04,Texas,52180,33503,85682,57627,44494,102121
2017,04,United States,706487,434827,1141314,723589,508473,1232062
2017,04,Utah,4309,3632,7941,4426,4407,8833
2017,04,Vermont,2156,2008,4164,1783,1766,3549
2017,04,Virgin Islands,24,8,32,,,
2017,04,Virginia,32428,18528,50956,34185,21815,56000
2017,04,Washington,19525,12418,31943,18954,13775,32730
2017,04,West Virginia,7797,6191,13988,8088,7498,15587
2017,04,Wisconsin,18421,14683,33103,17273,13976,31250
2017,04,Wyoming,1890,1976,3865,1920,2165,4085
2017,05,Alabama,8258,5355,13612,9663,7880,17543
2017,05,Alaska,3323,2892,6215,3295,3230,6525
2017,05,Arizona,13885,7894,21779,15228,9921,25149
2017,05,Arkansas,6002,4682,10683,7503,7748,15251
2017,05,California,46686,26945,73631,48042,29324,77366
2017,05,Colorado,19880,13368,33249,22265,16059,38324
2017,05,Connecticut,6546,2048,8594,6928,2635,9564
2017,05,Delaware,2006,1275,3281,2279,1717,3996
2017,05,District of Columbia,75,7,81,68,6,74
2017,05,Florida,56768,22421,79189,61877,28319,90196
2017,05,Georgia,13866,7318,21184,16688,11755,28443
2017,05,Guam,111,63,174,111,61,172
2017,05,Hawaii,0,0,0,,,
2017,05,Idaho,3793,4268,8061,4322,5288,9610
2017,05,Illinois,25320,11029,36348,28801,14756,43556
2017,05,Indiana,20601,11111,31712,24876,15947,40823
2017,05,Iowa,219,1938,2157,311,3172,3483
2017,05,Kansas,5849,4524,10373,7359,6756,14115
2017,05,Kentucky,10035,6392,16427,12693,10275,22968
2017,05,Louisiana,11997,7531,19527,14167,12467,26634
2017,05,Maine,3762,2996,6758,4117,4198,8315
2017,05,Mariana Islands,11,1,12,,,
2017,05,Maryland,5026,4701,9727,5318,6326,11643
2017,05,Massachusetts,5790,2959,8749,6536,3548,10084
2017,05,Michigan,11741,7971,19712,13896,12353,26249
2017,05,Minnesota,9067,8716,17784,9951,12616,22567
2017,05,Mississippi,8061,4690,12751,9771,8531,18302
2017,05,Missouri,21062,13558,34619,25242,19425,44667
2017,05,Montana,3145,4357,7502,3344,5097,8441
2017,05,Nebraska,125,1387,1513,150,2277,2427
2017,05,Nevada,5350,2774,8125,5821,3249,9070
2017,05,New Hampshire,5081,2725,7806,5842,3375,9217
2017,05,New Jersey,6126,3224,9350,5510,3860,9370
2017,05,New Mexico,6014,4008,10022,6576,5037,11613
2017,05,New York,12998,14344,27342,13469,18579,32048
2017,05,North Carolina,1726,10268,11994,1994,15628,17622
2017,05,North Dakota,1617,2115,3732,1823,2833,4655
2017,05,Ohio,28918,15381,44299,34351,22356,56707
2017,05,Oklahoma,12460,8798,21258,15011,12524,27535
2017,05,Oregon,14590,10030,24620,15995,12109,28105
2017,05,Pennsylvania,46911,12235,59146,55959,15850,71809
2017,05,Puerto Rico,1441,273,1714,1382,269,1651
2017,05,Rhode Island,1353,795,2148,1423,960,2383
2017,05,South Carolina,10862,5336,16199,12646,8401,21047
2017,05,South Dakota,2765,2995,5761,3270,4370,7640
2017,05,Tennessee,24418,11820,36237,28482,17743,46225
2017,05,Texas,49051,33239,82290,56229,45839,102068
2017,05,United States,625886,379639,1005524,702164,513372,1215536
2017,05,Utah,3524,3458,6983,4040,4614,8655
2017,05,Vermont,1491,1299,2790,1722,1738,3460
2017,05,Virgin Islands,23,3,26,,,
2017,05,Virginia,23867,13399,37266,28112,18996,47108
2017,05,Washington,18149,11293,29442,19639,13482,33121
2017,05,West Virginia,6753,5115,11868,8122,7759,15881
2017,05,Wisconsin,15541,10478,26018,18288,14943,33231
2017,05,Wyoming,1848,1836,3684,1947,2123,4069
2017,06,Alabama,9470,5628,15098,10750,7736,18486
2017,06,Alaska,3409,2688,6097,3484,3315,6800
2017,06,Arizona,13324,8065,21390,15246,10039,25285
2017,06,Arkansas,6519,4798,11317,7693,7800,15493
2017,06,California,46999,26188,73186,48961,28702,77663
2017,06,Colorado,20701,13570,34270,23118,16622,39740
2017,06,Connecticut,6823,1942,8765,6989,2447,9436
2017,06,Delaware,1969,1263,3232,2246,1772,4018
2017,06,District of Columbia,57,6,63,63,6,68
2017,06,Florida,59539,23531,83070,65345,29108,94454
2017,06,Georgia,15525,7668,23194,17998,11597,29596
2017,06,Guam,114,57,172,111,61,172
2017,06,Hawaii,0,0,0,,,
2017,06,Idaho,4212,4270,8482,4684,5370,10053
2017,06,Illinois,24402,11309,35712,28886,15479,44365
2017,06,Indiana,20767,11257,32024,25194,15812,41005
2017,06,Iowa,111,1808,1920,163,3122,3285
2017,06,Kansas,6496,4475,10970,7974,6737,14711
2017,06,Kentucky,10157,6261,16419,12714,9835,22549
2017,06,Louisiana,13471,7550,21021,14534,12152,26686
2017,06,Maine,3541,2577,6118,4099,3840,7938
2017,06,Mariana Islands,11,3,14,,,
2017,06,Maryland,4386,4380,8766,4710,6016,10725
2017,06,Massachusetts,6337,2680,9017,6820,3417,10237
2017,06,Michigan,12507,8556,21063,14917,12826,27742
2017,06,Minnesota,7198,8570,15768,8841,12953,21795
2017,06,Mississippi,9206,4852,14058,11595,8376,19971
2017,06,Missouri,22433,13646,36079,26055,19474,45530
2017,06,Montana,3562,4333,7895,3814,5266,9080
2017,06,Nebraska,111,1389,1500,135,2280,2415
2017,06,Nevada,5135,2812,7946,5673,3308,8981
2017,06,New Hampshire,5322,2655,7977,6109,3297,9406
2017,06,New Jersey,5524,2845,8369,5247,3492,8738
2017,06,New Mexico,5954,4122,10076,6683,5238,11921
2017,06,New York,12078,12656,24734,12719,17459,30178
2017,06,North Carolina,1990,10778,12768,2213,15805,18019
2017,06,North Dakota,1634,2201,3835,1995,2974,4969
2017,06,Ohio,27144,15960,43104,33280,22033,55313
2017,06,Oklahoma,13915,9061,22976,15658,12488,28147
2017,06,Oregon,14996,10141,25137,16388,12286,28675
2017,06,Pennsylvania,45549,12229,57778,54752,15834,70586
2017,06,Puerto Rico,1511,271,1782,1397,260,1657
2017,06,Rhode Island,1324,817,2142,1524,982,2506
2017,06,South Carolina,13064,5476,18539,14998,8093,23091
2017,06,South Dakota,2593,2860,5453,3176,4287,7462
2017,06,Tennessee,25706,12714,38420,29615,18348,47962
2017,06,Texas,56322,34569,90891,60604,44336,104940
2017,06,United States,644848,383051,1027898,716053,511367,1227420
2017,06,Utah,3638,3288,6926,4278,4536,8814
2017,06,Vermont,1471,1115,2586,1705,1598,3303
2017,06,Virgin Islands,28,2,30,,,
2017,06,Virginia,24658,13977,38634,28374,19037,47411
2017,06,Washington,19006,11450,30456,20096,13418,33514
2017,06,West Virginia,6311,4942,11253,7758,7474,15232
2017,06,Wisconsin,14854,11000,25854,17985,16194,34180
2017,06,Wyoming,1766,1792,3557,2013,2202,4215
2017,07,Alabama,6934,5553,12487,8637,7693,16330
2017,07,Alaska,3400,2902,6302,3600,3410,7009
2017,07,Arizona,11812,7598,19410,14258,9498,23755
2017,07,Arkansas,5057,4464,9520,6646,7263,13909
2017,07,California,40730,23893,64623,46454,28917,75371
2017,07,Colorado,18791,13294,32085,21128,16354,37481
2017,07,Connecticut,5995,1948,7943,6806,2482,9288
2017,07,Delaware,1625,1166,2791,2034,1693,3728
2017,07,District of Columbia,48,6,54,55,5,60
2017,07,Florida,54201,22864,77065,60981,29019,90000
2017,07,Georgia,12194,7223,19416,15972,11278,27250
2017,07,Guam,94,65,158,94,65,158
2017,07,Hawaii,0,0,0,,,
2017,07,Idaho,3340,3768,7107,4126,5197,9324
2017,07,Illinois,21100,11726,32826,25829,15220,41048
2017,07,Indiana,17566,11637,29203,22882,16193,39075
2017,07,Iowa,108,1818,1926,187,3073,3260
2017,07,Kansas,5405,4611,10017,6645,6661,13306
2017,07,Kentucky,8420,6091,14511,10763,9497,20260
2017,07,Louisiana,10994,7224,18218,13315,11401,24716
2017,07,Maine,3099,2619,5718,3761,3661,7421
2017,07,Mariana Islands,13,2,15,,,
2017,07,Maryland,4101,4334,8435,4656,6028,10684
2017,07,Massachusetts,4567,2495,7062,5623,3312,8935
2017,07,Michigan,10464,8684,19149,13151,12630,25781
2017,07,Minnesota,5969,8777,14746,7942,12653,20595
2017,07,Mississippi,6909,4730,11639,9307,8161,17467
2017,07,Missouri,18709,13151,31859,23357,19055,42412
2017,07,Montana,2709,3656,6366,3015,4812,7827
2017,07,Nebraska,107,1324,1431,148,2123,2271
2017,07,Nevada,4257,2404,6660,5129,3149,8278
2017,07,New Hampshire,4655,2674,7329,5634,3416,9050
2017,07,New Jersey,4786,2771,7557,4954,3443,8397
2017,07,New Mexico,5568,3830,9398,6492,4823,11316
2017,07,New York,10320,12618,22938,11406,18409,29815
2017,07,North Carolina,1363,10446,11808,1659,15495,17154
2017,07,North Dakota,1483,2301,3784,1893,3021,4914
2017,07,Ohio,24144,16599,40743,30556,22619,53175
2017,07,Oklahoma,11050,8103,19152,13917,11887,25804
2017,07,Oregon,12277,8666,20943,15097,11512,26610
2017,07,Pennsylvania,41062,12863,53925,51539,16995,68535
2017,07,Puerto Rico,1251,230,1481,1320,221,1541
2017,07,Rhode Island,1062,794,1856,1329,1007,2337
2017,07,South Carolina,8564,5444,14007,11516,7845,19361
2017,07,South Dakota,2228,2699,4927,2877,4081,6958
2017,07,Tennessee,22307,12568,34874,26895,17676,44571
2017,07,Texas,43017,32382,75398,53564,42528,96092
2017,07,United States,545430,371784,917213,660263,507334,1167597
2017,07,Utah,2818,2801,5619,3796,4141,7937
2017,07,Vermont,1291,1165,2456,1602,1634,3235
2017,07,Virgin Islands,45,9,54,,,
2017,07,Virginia,22757,14719,37476,25647,18915,44562
2017,07,Washington,14781,10121,24902,18027,13020,31048
2017,07,West Virginia,5707,5349,11056,7426,7980,15406
2017,07,Wisconsin,12739,10989,23728,15668,16242,31910
2017,07,Wyoming,1439,1619,3058,1759,2090,3849
2017,08,Alabama,7260,6992,14252,8537,7872,16409
2017,08,Alaska,3124,3609,6733,3308,3129,6437
2017,08,Arizona,12640,9144,21784,14533,9616,24149
2017,08,Arkansas,5665,6182,11847,6601,6982,13583
2017,08,California,45221,28842,74063,47259,29515,76774
2017,08,Colorado,19410,15356,34766,21223,16033,37255
2017,08,Connecticut,5818,2187,8005,6552,2487,9039
2017,08,Delaware,1792,1548,3340,2156,1757,3913
2017,08,District of Columbia,61,8,68,60,7,68
2017,08,Florida,53603,26142,79745,58544,29021,87566
2017,08,Georgia,13468,9154,22623,16099,10518,26617
2017,08,Guam,118,54,172,124,57,181
2017,08,Hawaii,0,0,0,,,
2017,08,Idaho,3763,4588,8351,4313,5159,9472
2017,08,Illinois,22645,13323,35968,25860,14255,40115
2017,08,Indiana,19766,13796,33562,23134,15156,38290
2017,08,Iowa,151,2206,2356,188,2802,2990
2017,08,Kansas,5869,5580,11449,7198,6261,13459
2017,08,Kentucky,9348,7715,17063,11523,9344,20868
2017,08,Louisiana,11831,10361,22191,12621,10904,23525
2017,08,Maine,3500,3441,6941,3913,3773,7686
2017,08,Mariana Islands,21,11,32,,,
2017,08,Maryland,4052,5317,9370,4351,6176,10527
2017,08,Massachusetts,5372,2946,8318,5448,3169,8617
2017,08,Michigan,11108,11232,22340,13018,12501,25518
2017,08,Minnesota,6337,12770,19107,7538,12337,19874
2017,08,Mississippi,10586,9133,19720,10267,8379,18647
2017,08,Missouri,20236,16440,36675,23100,18682,41782
2017,08,Montana,3100,4680,7780,3230,4877,8107
2017,08,Nebraska,128,1841,1969,150,2135,2285
2017,08,Nevada,4722,2741,7464,5272,3096,8368
2017,08,New Hampshire,4584,3177,7761,5292,3334,8626
2017,08,New Jersey,4662,3342,8004,4927,3588,8515
2017,08,New Mexico,5864,4472,10336,6379,4884,11263
2017,08,New York,10249,14737,24985,11154,17025,28179
2017,08,North Carolina,1529,13360,14889,1822,14990,16813
2017,08,North Dakota,1722,2895,4617,2015,2908,4923
2017,08,Ohio,24713,17029,41742,29565,20160,49725
2017,08,Oklahoma,11748,10919,22667,13695,12129,25824
2017,08,Oregon,12961,9880,22842,15074,11555,26628
2017,08,Pennsylvania,44691,14487,59178,50676,16215,66891
2017,08,Puerto Rico,1323,287,1610,1291,244,1535
2017,08,Rhode Island,1141,825,1966,1291,953,2243
2017,08,South Carolina,9492,7460,16952,11085,7889,18974
2017,08,South Dakota,2412,3678,6091,2796,4038,6834
2017,08,Tennessee,21962,15624,37586,25090,16651,41741
2017,08,Texas,43726,41094,84820,50507,42059,92565
2017,08,United States,578325,456732,1035057,654330,500884,1155214
2017,08,Utah,3069,3469,6538,3924,4307,8231
2017,08,Vermont,1453,1477,2930,1644,1727,3371
2017,08,Virgin Islands,52,4,56,,,
2017,08,Virginia,22877,16419,39295,25770,18798,44568
2017,08,Washington,15852,11439,27291,18593,12623,31216
2017,08,West Virginia,5816,5491,11307,6896,6705,13601
2017,08,Wisconsin,14070,15795,29865,15291,16405,31696
2017,08,Wyoming,1647,2033,3680,1847,2125,3972
2017,09,Alabama,6656,7301,13957,8901,8053,16954
2017,09,Alaska,2728,3399,6127,3313,3337,6650
2017,09,Arizona,12863,9435,22298,14981,9800,24781
2017,09,Arkansas,5184,7072,12256,6783,7666,14449
2017,09,California,40882,27039,67921,47670,29429,77098
2017,09,Colorado,18494,15961,34455,21816,16644,38460
2017,09,Connecticut,5317,2192,7510,6514,2339,8853
2017,09,Delaware,1630,1767,3397,2074,1900,3975
2017,09,District of Columbia,62,4,66,76,4,80
2017,09,Florida,45012,21637,66649,53162,26665,79827
2017,09,Georgia,12570,9324,21893,15784,10606,26390
2017,09,Guam,85,55,140,91,59,150
2017,09,Hawaii,0,0,0,,,
2017,09,Idaho,3589,5991,9580,4267,5451,9718
2017,09,Illinois,21014,12117,33131,25421,13306,38726
2017,09,Indiana,18359,13122,31481,23152,14777,37929
2017,09,Iowa,167,2905,3072,204,3079,3284
2017,09,Kansas,5296,5854,11151,6957,6554,13510
2017,09,Kentucky,9520,8895,18415,12287,10131,22417
2017,09,Louisiana,12398,13584,25982,13093,11274,24368
2017,09,Maine,3533,4847,8380,3759,3776,7534
2017,09,Mariana Islands,14,4,19,,,
2017,09,Maryland,3765,5424,9189,4534,5909,10442
2017,09,Massachusetts,5398,3263,8660,6302,3444,9745
2017,09,Michigan,9699,11923,21622,12023,11294,23317
2017,09,Minnesota,5649,14245,19894,6742,11054,17796
2017,09,Mississippi,7332,7084,14416,9579,8043,17623
2017,09,Missouri,19782,16925,36707,23604,19074,42678
2017,09,Montana,2872,5603,8476,3193,4913,8106
2017,09,Nebraska,125,2192,2318,161,2317,2478
2017,09,Nevada,4652,3021,7673,5509,3334,8843
2017,09,New Hampshire,4854,3576,8430,5490,3485,8975
2017,09,New Jersey,4384,3344,7728,4995,3778,8773
2017,09,New Mexico,6152,5271,11424,7176,5599,12775
2017,09,New York,9435,18038,27473,10726,16495,27221
2017,09,North Carolina,1615,12730,14345,1941,14384,16325
2017,09,North Dakota,1585,3301,4886,1860,2833,4693
2017,09,Ohio,24322,17626,41948,29921,20023,49944
2017,09,Oklahoma,10644,10810,21453,13950,12254,26204
2017,09,Oregon,12720,12958,25678,14735,12104,26839
2017,09,Pennsylvania,43808,14544,58352,50639,15854,66494
2017,09,Puerto Rico,705,160,865,740,153,893
2017,09,Rhode Island,1177,860,2037,1366,964,2331
2017,09,South Carolina,8656,6965,15621,11395,7806,19201
2017,09,South Dakota,2377,4726,7103,2784,4353,7137
2017,09,Tennessee,21141,15121,36262,25983,17008,42991
2017,09,Texas,45751,46078,91829,57432,44743,102175
2017,09,United States,545292,478437,1023729,672483,501950,1174433
2017,09,Utah,3124,4356,7480,3991,4551,8543
2017,09,Vermont,1492,1838,3330,1748,1702,3451
2017,09,Virgin Islands,7,2,9,,,
2017,09,Virginia,21644,16582,38226,25750,18212,43963
2017,09,Washington,15267,13349,28615,18426,12977,31404
2017,09,West Virginia,6150,7203,13353,7592,7648,15240
2017,09,Wisconsin,12057,14494,26551,13852,13135,26987
2017,09,Wyoming,1577,2323,3901,1869,2204,4073
2017,10,Alabama,7129,8070,15199,8817,8195,17012
2017,10,Alaska,3731,4079,7810,3067,3082,6149
2017,10,Arizona,12433,9618,22052,14456,10010,24466
2017,10,Arkansas,5732,8534,14266,6924,7177,14100
2017,10,California,43867,28324,72191,46414,29786,76200
2017,10,Colorado,20237,18839,39075,21822,17330,39152
2017,10,Connecticut,5623,2456,8080,6201,2214,8416
2017,10,Delaware,1835,1818,3653,1984,1672,3656
2017,10,District of Columbia,77,4,81,80,5,85
2017,10,Florida,56823,29336,86159,61799,29718,91517
2017,10,Georgia,13826,12122,25948,16270,10893,27163
2017,10,Guam,96,42,138,87,37,124
2017,10,Hawaii,0,0,0,,,
2017,10,Idaho,3885,6313,10198,4507,5367,9874
2017,10,Illinois,22987,14638,37624,25733,13826,39559
2017,10,Indiana,18281,15241,33521,20992,14420,35413
2017,10,Iowa,142,3533,3675,159,3016,3175
2017,10,Kansas,5884,6780,12664,6881,6509,13390
2017,10,Kentucky,10179,10158,20338,12067,9202,21269
2017,10,Louisiana,11186,14123,25309,12911,11525,24436
2017,10,Maine,3607,6610,10217,3614,3855,7469
2017,10,Mariana Islands,6,6,11,,,
2017,10,Maryland,4807,6632,11439,4877,5948,10825
2017,10,Massachusetts,5596,3484,9079,5842,3256,9098
2017,10,Michigan,11021,14147,25168,11989,11359,23348
2017,10,Minnesota,5622,16315,21937,6055,10730,16785
2017,10,Mississippi,7813,8367,16180,9775,7953,17728
2017,10,Missouri,21013,22689,43702,22361,19040,41401
2017,10,Montana,3075,6711,9786,3347,4912,8259
2017,10,Nebraska,134,2720,2854,148,2209,2357
2017,10,Nevada,5128,3504,8632,5668,3463,9130
2017,10,New Hampshire,4873,3930,8803,5059,3291,8349
2017,10,New Jersey,4178,4256,8434,4586,4123,8709
2017,10,New Mexico,6547,5752,12299,7194,5714,12908
2017,10,New York,9578,19691,29269,10178,16051,26229
2017,10,North Carolina,1914,15528,17442,2017,14706,16723
2017,10,North Dakota,1598,4200,5798,1734,2870,4604
2017,10,Ohio,26333,21206,47539,28406,19956,48362
2017,10,Oklahoma,11485,12659,24144,13440,12425,25865
2017,10,Oregon,13597,12152,25749,14643,11645,26288
2017,10,Pennsylvania,48315,17164,65480,48714,15609,64323
2017,10,Puerto Rico,1235,144,1379,1208,153,1361
2017,10,Rhode Island,1242,1090,2332,1262,1006,2268
2017,10,South Carolina,9486,8273,17760,11559,7992,19551
2017,10,South Dakota,2483,6375,8857,2763,4094,6857
2017,10,Tennessee,23775,17744,41520,26697,17194,43891
2017,10,Texas,48741,46010,94751,56517,45114,101631
2017,10,United States,592790,549035,1141825,663343,498577,1161920
2017,10,Utah,3383,4683,8065,4094,4677,8770
2017,10,Vermont,1551,2223,3774,1674,1716,3390
2017,10,Virgin Islands,21,0,21,,,
2017,10,Virginia,22495,17786,40281,24604,16766,41370
2017,10,Washington,17056,15026,32082,18625,12944,31569
2017,10,West Virginia,6498,8530,15028,7341,7428,14769
2017,10,Wisconsin,13083,16990,30073,13744,13369,27113
2017,10,Wyoming,1549,2413,3962,1842,2248,4090
2017,11,Alabama,11451,13374,24825,9819,8775,18594
2017,11,Alaska,3694,3817,7511,3487,3250,6737
2017,11,Arizona,16075,12290,28366,15532,9967,25500
2017,11,Arkansas,8302,13354,21656,7319,7755,15074
2017,11,California,49181,39501,88682,46586,31668,78254
2017,11,Colorado,27476,21041,48517,25856,17139,42995
2017,11,Connecticut,6333,2979,9312,6238,2214,8453
2017,11,Delaware,2069,2555,4624,2053,1757,3810
2017,11,District of Columbia,78,3,81,86,4,91
2017,11,Florida,70748,37678,108426,65355,28131,93486
2017,11,Georgia,18816,17656,36472,16797,11014,27811
2017,11,Guam,80,51,131,82,50,132
2017,11,Hawaii,0,0,0,,,
2017,11,Idaho,5314,7172,12486,4820,5538,10358
2017,11,Illinois,30007,18985,48992,26863,14010,40873
2017,11,Indiana,25849,23937,49786,23220,15284,38503
2017,11,Iowa,315,5338,5653,198,3012,3210
2017,11,Kansas,8723,10485,19208,7219,6694,13912
2017,11,Kentucky,14520,15785,30305,13003,9804,22807
2017,11,Louisiana,15732,18726,34459,13930,11306,25236
2017,11,Maine,3795,4660,8455,3865,3765,7630
2017,11,Mariana Islands,19,6,24,,,
2017,11,Maryland,4943,9325,14268,5048,6165,11213
2017,11,Massachusetts,6434,4334,10768,5970,3469,9438
2017,11,Michigan,15800,20551,36352,13204,11540,24743
2017,11,Minnesota,6227,13234,19461,6154,10820,16974
2017,11,Mississippi,11345,14132,25477,10717,7971,18688
2017,11,Missouri,26734,30155,56890,23949,19837,43787
2017,11,Montana,3736,6015,9750,3671,5161,8832
2017,11,Nebraska,246,3982,4228,165,2345,2510
2017,11,Nevada,6300,4182,10482,6085,3477,9562
2017,11,New Hampshire,5801,4126,9928,5483,3391,8874
2017,11,New Jersey,4148,6005,10153,4779,4605,9384
2017,11,New Mexico,8290,6765,15055,7996,5572,13568
2017,11,New York,10287,24127,34415,10864,16740,27603
2017,11,North Carolina,2632,22234,24867,2084,14395,16479
2017,11,North Dakota,2235,3839,6074,2111,3047,5158
2017,11,Ohio,35760,33378,69138,30381,20402,50782
2017,11,Oklahoma,18723,19439,38162,14973,12427,27401
2017,11,Oregon,17599,14416,32014,16302,12071,28373
2017,11,Pennsylvania,60464,23757,84220,51640,16168,67808
2017,11,Puerto Rico,2152,316,2467,2007,306,2313
2017,11,Rhode Island,1377,1003,2380,1319,887,2206
2017,11,South Carolina,13266,11722,24988,11825,7663,19488
2017,11,South Dakota,3561,6096,9657,3091,4307,7399
2017,11,Tennessee,34780,26278,61058,31604,17294,48898
2017,11,Texas,69756,60622,130379,59335,44954,104289
2017,11,United States,774875,725791,1500666,692349,507796,1200145
2017,11,Utah,5674,7060,12734,4906,4710,9616
2017,11,Vermont,1419,2088,3507,1701,1753,3454
2017,11,Virgin Islands,32,1,33,,,
2017,11,Virginia,28852,25187,54039,26169,17384,43553
2017,11,Washington,20944,16565,37509,19960,13175,33135
2017,11,West Virginia,8523,12456,20979,8199,7632,15831
2017,11,Wisconsin,15730,20061,35791,14429,13938,28368
2017,11,Wyoming,2529,2947,5476,2285,2345,4630
2017,12,Alabama,14749,17906,32655,9461,8723,18184
2017,12,Alaska,4234,4068,8302,3431,3206,6637
2017,12,Arizona,20185,14986,35171,15220,10027,25247
2017,12,Arkansas,10592,14898,25490,7190,7653,14843
2017,12,California,52374,38764,91138,44565,28188,72753
2017,12,Colorado,30727,24698,55426,23388,17267,40655
2017,12,Connecticut,7311,2893,10204,6252,2140,8392
