Incident_ID;Injury;Gender;School_Affiliation;Age;Race
20190823MOROS;Fatal;Female;Student;16;Black
20190823MOPAS;None;;;;
20190823GAPEC;Wounded;Male;Nonstudent;12;
20190820PASAC;None;Male;Parent;Adult;
20190817GALAA;Wounded;Male;Student;16;Black
20190817GALAA;Wounded;Male;Nonstudent Using Athletic Facilities/Attending Game;12;Black
20190815TNEAN;None;;;;
20190809NJWEN;Wounded;;Student;13;
20190809NJWEN;Wounded;;Student;18;
20190808ALBLM;None;;;;
20190719CAMOS;None;;;;
20190711CTBUH;Fatal;Male;No Relation;34;Hispanic
20190702AKWIA;Wounded;Male;No Relation;Teen;
20190701NYSCN;Wounded;Male;No Relation;13;Black
20190629COJAC;Fatal;Male;No Relation;18;
20190629COJAC;Fatal;Male;No Relation;22;
20190621MICAF;Wounded;Male;Unknown;15;
20190613NJTAW;None;;;;
20190612PAJEE;None;Male;No Relation;18;
20190612DCHEW;None;;;;
20190610ILMEW;Wounded;Male;No Relation;27;Hispanic
20190606ILGEC;Wounded;Male;Nonstudent Using Athletic Facilities/Attending Game;25;
20190530DCHEW;None;;;;
20190522OHSAC;Fatal;Male;No Relation;14;Black
20190522OHSAC;Wounded;Female;No Relation;14;
20190517ORPAP;None;;;;
20190517FLTEJ;Wounded;Male;Student;16;Black
20190508ILSEC;Wounded;Male;Student;19;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Fatal;Male;Student;18;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Wounded;;Student;Teen;
20190507COSTH;Wounded;;Student;15;
20190507COSTH;Wounded;;Student;Teen;
20190430VACDW;None;;;;
20190430FLWEW;None;;;;
20190426GACRF;None;;;;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190425GAWYS;Non-gunshot Injury;;Student;Child;
20190424ARCOC;None;Male;Student;14;
20190417ILWAL;None;Male;Student;12;
20190410TXROH;Wounded;Male;Student;15;
20190407MAHOL;None;;;;
20190405WISTM;Wounded;;Student;10;
20190403FLSAJ;None;;;;
20190403COAUA;None;;;;
20190401ARPRP;Wounded;Male;Student;14;
20190327MSSVH;Wounded;Male;Student;10;Black
20190327FLMAJ;Wounded;Male;Student;12;
20190322ALBLB;Non-gunshot Injury;Unknown;Student;Child;
20190313FLLAO;None;Female;Student;17;
20190301KSHIM;None;;;;
20190226ALROM;Wounded;Male;Student;17;
20190217COEAA;Fatal;Male;Principal/Vice-Principal;46;Black
20190214NMVR;None;;;;
20190212MOCEK;Fatal;Female;Student;15;Black
20190208MDFRB;Wounded;Male;Other Staff;56;
20190205MNMIM;Wounded;Male;Bus Driver;;
20190131TXATA;Wounded;Male;Student;16;
20190131TNMAM;Wounded;Male;Student;14;
20190130GAMIL;Wounded;Male;No Relation;Adult;
20190125TNMAM;None;;;;
20190125ALDAM;Wounded;Male;Student;17;
20190125ALDAM;Wounded;Male;Nonstudent Using Athletic Facilities/Attending Game;20;
20190123LASOS;Wounded;Male;No Relation;Adult;
20190119KSLAO;Wounded;Male;No Relation;16;
20190119KSLAO;Wounded;Male;No Relation;15;
20190118NCSHD;Wounded;;Bus Driver;Adult;
20190118MOHAS;None;;;;
20190118ALCET;None;Female;Intimate Relationship;Adult;
20190111ORCAE;Fatal;Male;Parent;30;
20190107CACEB;Fatal;Male;No Relation;17;Unknown
20181218DEAIG;None;;;;
20181214MOWIK;None;;;;
20181213INDER;None;Male;Student;14;
20181211KYCAC;Wounded;Female;No Relation;15;
20181211KYCAC;Wounded;Male;No Relation;20;
20181210NYJEJ;None;Male;Student;17;
20181128PASTP;None;;;;
20181124OHAFC;Wounded;Male;No Relation;20;
20181124OHAFC;Wounded;Male;No Relation;Adult;
20181122WAMOD;Wounded;Male;No Relation;21;
20181122TXSKD;Fatal;Male;;17;Hispanic
20181121MIPEP;None;;;;
20181120VASIP;Wounded;Female;Parent;Adult;
20181112MDEAE;None;Male;Police Officer/SRO;Adult;
20181109GAGAM;None;;;;
20181108CACLS;Wounded;Male;No Relation;Adult;
20181105SCACC;None;Male;Student;13;
20181104KYCRL;Fatal;Male;No Relation;Adult;
20181104KYCRL;Wounded;Male;No Relation;Adult;
20181029NCBUM;Fatal;Male;Student;16;Black
20181026FLSAO;Fatal;Male;No Relation;18;
20181025MICOD;None;Male;Student;15;
20181023NHGOM;Wounded;Female;Teacher;Adult;
20181022CTDUB;None;;;;
20181020GASHS;Fatal;Male;Police Officer/SRO;Adult;Black
20181013TNMCN;Wounded;Male;;Adult;
20181013TNMCN;Fatal;Male;;18;
20181012MIBAB;None;;;;
20181007VAVAH;Wounded;Male;Other Staff;Adult;
20181005VALAN;Wounded;;;;
20181005TNHAB;Wounded;Unknown;Student;Teen;
20181005TNHAB;Wounded;Unknown;Student;Teen;
20181004ORJAP;None;;;;
20181003AKDEA;Wounded;Male;Relative;Adult;
20181002ARCHL;None;;;;
20180928SDCHC;None;Male;No Relation;20;
20180927TXHEC;Wounded;Male;Nonstudent;31;
20180926MDMAB;None;;;;
20180924PACEP;Fatal;Female;Student;17;
20180924NCLAC;None;;;;
20180924GAAPB;None;Male;Student;Teen;
20180920CAPOP;None;;;;
20180920CACHL;Wounded;;Student;Teen;
20180920CACHL;Wounded;;Other Staff;Adult;
20180917ALBLH;Wounded;Male;Student;7;
20180914WAMAE;None;;;;
20180914FLBOB;None;;;;
20180911NVCAL;Fatal;Male;Student;18;
20180910TNFAM;Wounded;Female;Student;15;
20180910ILCHC;Wounded;Male;Student;16;
20180910ILCHC;Wounded;Male;Student;17;
20180910ILCHC;Wounded;Male;Student;18;
20180909CAGIG;None;;;;
20180907IAHED;None;;;;
20180905RIPRP;Fatal;Male;Visiting Student;15;Black
20180903NYLUN;Fatal;Male;No Relation;34;Black
20180831IANOE;None;Female;Teacher;Adult;
20180831CABAS;None;;;;
20180830NCVIC;None;Female;Intimate Relationship;Adult;
20180830MIOTG;Wounded;Male;No Relation;17;
20180829DETOD;Fatal;Male;No Relation;39;
20180828COCOD;Wounded;Male;Student;Teen;
20180824ILMEC;Wounded;Male;Gang Member;Adult;
20180824ILMEC;Wounded;Male;Gang Member;Adult;
20180824ILMEC;Wounded;Male;Gang Member;Adult;
20180824FLRAJ;Fatal;Male;Nonstudent Using Athletic Facilities/Attending Game;19;
20180824FLRAJ;Wounded;Male;Student;17;
20180824FLRAJ;Wounded;Male;Student;16;
20180823ALALM;None;;;;
20180817FLPAW;Wounded;Male;No Relation;39;
20180817FLPAW;Wounded;Male;No Relation;29;
20180811TNANN;Wounded;Male;Other Staff;42;
20180809NJLAM;Fatal;Male;Parent;37;Black
20180804MDEDE;Fatal;Male;;19;
20180719WAWEY;Fatal;Male;No Relation;18;Hispanic
20180717WVHUH;None;;;;
20180711OHMIM;Fatal;Male;;20;Black
20180703KSSUO;Fatal;Male;No Relation;47;
20180703KSSUO;Wounded;Male;No Relation;Adult;
20180701TNRAM;Fatal;Male;No Relation;Adult;
20180625OHFUS;Wounded;Male;No Relation;Adult;
20180624MTSEM;Wounded;Male;No Relation;Teen;
20180624MTSEM;Wounded;Male;No Relation;Teen;
20180621TXSKD;Wounded;Female;Student;16;
20180617ORGRP;Fatal;Male;No Relation;Adult;
20180615OHVAB;None;Female;Nonstudent Using Athletic Facilities/Attending Game;Teen;
20180601TXMCM;None;Unknown;Student;Teen;
20180525INNON;Wounded;Female;Student;Adult;White
20180525INNON;Wounded;Male;Teacher;Teen;White
20180521GABEG;Wounded;Female;Parent;Adult;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Fatal;Male;Student;17;
20180518TXSAS;Fatal;Female;Teacher;63;
20180518TXSAS;Fatal;Male;Student;17;
20180518TXSAS;Fatal;Female;Teacher;64;
20180518TXSAS;Fatal;Male;Student;17;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Fatal;Female;Student;14;
20180518TXSAS;Fatal;Female;Student;16;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Fatal;Male;Student;15;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Fatal;Male;Student;15;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Fatal;Female;Student;15;
20180518TXSAS;Wounded;;Student;Teen;
20180518TXSAS;Wounded;;Student;Teen;
20180518GAMOA;Fatal;Female;Relative;40;
20180518GAMOA;Wounded;Female;Relative;21;
20180518GAMOA;Wounded;Female;Relative;Adult;
20180517MOCEK;Wounded;;Relative;Adult;
20180517MOCEK;Wounded;;Student;Teen;
20180516ILDID;Wounded;Male;Student;;
20180511CAHIP;Wounded;Male;Student;15;
20180505MIFOF;None;;;;
20180503TNWAW;None;;;;
20180503SDENW;Wounded;Male;Other Staff;19;
20180425NMHIA;Wounded;Male;Parent;Adult;
20180423GABEA;None;;;;
20180420FLFOO;Wounded;Male;Student;Teen;
20180419MIJAJ;None;;;;
20180412MORAR;Wounded;Male;Parent;Adult;
20180409NYGLG;Wounded;Male;Student;Teen;
20180329KYJOE;None;Male;Parent;51;White
20180328MSEUE;None;;;;
20180320MDGRG;Fatal;Male;Student;Teen;White
20180320MDGRG;Wounded;Female;Student;Teen;White
20180319VADOP;Wounded;Female;Parent;Adult;
20180316MTBIM;None;;;;
20180313VAGEA;None;;;;
20180313CASES;Wounded;;Student;Teen;
20180313CASES;Non-gunshot Injury;;Student;Teen;
20180313CASES;Non-gunshot Injury;;Student;Teen;
20180309KYFRL;None;Male;Student;Teen;
20180307ALHUB;Fatal;Female;Student;Teen;Black
20180305MOKIC;None;;;;
20180228GADAD;None;;;;
20180226WAOAT;None;;;;
20180220OHJAM;None;Male;Student;13;
20180215FLNOC;None;;;;
20180214FLMAP;Wounded;Female;Teacher;50;
20180214FLMAP;Fatal;Female;Student;14;
20180214FLMAP;Wounded;Female;Student;18;
20180214FLMAP;Wounded;Female;Student;Teen;
20180214FLMAP;Fatal;Female;Student;18;
20180214FLMAP;Wounded;Female;Student;Teen;
20180214FLMAP;Wounded;Female;Student;17;
20180214FLMAP;Fatal;Male;Teacher;49;
20180214FLMAP;Wounded;Female;Student;17;
20180214FLMAP;Wounded;Male;Student;Teen;
20180214FLMAP;Fatal;Female;Student;17;
20180214FLMAP;Wounded;Female;Student;Teen;
20180214FLMAP;Fatal;Female;Student;14;
20180214FLMAP;Wounded;Male;Student;15;
20180214FLMAP;Fatal;Male;Student;15;
20180214FLMAP;Fatal;Male;Teacher;35;
20180214FLMAP;Wounded;;Student;Teen;
20180214FLMAP;Fatal;Male;Student;14;
20180214FLMAP;Fatal;Male;Student;14;
20180214FLMAP;Fatal;Female;Student;14;
20180214FLMAP;Wounded;Male;Student;15;
20180214FLMAP;Fatal;Female;Student;14;
20180214FLMAP;Wounded;Male;Student;15;
20180214FLMAP;Fatal;Male;Student;17;
20180214FLMAP;Fatal;Female;Student;16;
20180214FLMAP;Wounded;Female;Student;Teen;
20180214FLMAP;Fatal;Male;Student;17;
20180214FLMAP;Wounded;Female;Student;Teen;
20180214FLMAP;Wounded;Female;Student;17;
20180214FLMAP;Fatal;Female;Teacher;37;
20180214FLMAP;Fatal;Male;Student;15;
20180214FLMAP;Wounded;Male;Student;Teen;
20180214FLMAP;Fatal;Female;Student;14;
20180214FLMAP;Wounded;Male;Student;Teen;
20180209TNPEN;Wounded;Male;No Relation;17;Black
20180208NYTHN;None;;;;
20180205MNHAM;None;;;;
20180205MDOXO;Wounded;Male;Student;17;
20180201CASAL;Non-gunshot Injury;;Student;Teen;
20180201CASAL;Non-gunshot Injury;;Student;Teen;
20180201CASAL;Wounded;Female;Student;15;
20180201CASAL;Wounded;Male;Student;15;
20180201CASAL;Non-gunshot Injury;;Teacher;30;
20180131PALIP;Fatal;Male;No Relation;32;
20180126MIDED;None;;;;
20180125ALMUM;None;;;;
20180123KYMAB;Fatal;Male;Student;15;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Fatal;Male;Student;15;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Female;Student;Teen;
20180123KYMAB;Wounded;Female;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Female;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Female;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180123KYMAB;Wounded;Female;Student;Teen;
20180123KYMAB;Wounded;Male;Student;Teen;
20180122TXITI;Wounded;Female;Student;Teen;
20180122LANEN;None;;;;
20180116VTMOM;None;Male;No Relation;32;White
20180109AZCOS;None;Male;Student;Teen;
20180105IAFOF;None;;;;
20180104WANES;None;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
