Incident_ID;Age;Gender;Race;School_Affiliation;Shooter_Outcome;Shooter_Died;Injury
20220103OHCOC;;;;No Relation;Fled/Escaped;No;None
20211229NCCAS;Teen;Male;;Student;Fled/Apprehended;No;None
20211229NCCAS;Teen;Male;;Student;Fled/Apprehended;No;None
20211217TXWOD;Teen;Male;White;Student;Fled/Apprehended;No;None
20211216SCEAC;15;Male;;Student;Fled/Apprehended;No;None
20211216NYPSB;Adult;Male;;No Relation;Fled/Escaped;No;None
20211214WISOM;18;Male;Black;Student;Fled/Escaped;No;None
20211214VAMEN;18;Male;Black;Rival School Student;Fled/Apprehended;No;None
20211213NCWEC;Teen;Male;;Student;Fled/Apprehended;No;None
20211213FLEAO;Teen;;;Student;Fled/Escaped;No;None
20211212NYSCR;21;Male;;No Relation;Fled/Escaped;No;None
20211211GAJOG;17;Male;;Student;Fled/Apprehended;No;None
20211211FLEDL;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20211210OHCAC;Adult;Male;;No Relation;Apprehended/Killed by LE;No;None
20211210NCJEC;;;;No Relation;Fled/Apprehended;No;None
20211210NCJEC;;;;No Relation;Fled/Escaped;No;None
20211209NYGRN;Adult;Male;;No Relation;Fled/Escaped;No;None
20211208MOEWK;;Male;;;Fled/Escaped;No;None
20211208KYSTL;;;;No Relation;Fled/Escaped;No;None
20211207ILHAC;23;Male;Black;No Relation;Fled/Apprehended;No;None
20211206NYSUS;16;Male;;Student;Fled/Apprehended;No;None
20211206CAWIW;Adult;Male;;No Relation;Fled/Escaped;No;None
20211206CAWIW;Adult;Male;;No Relation;Fled/Escaped;No;None
20211203ARBLB;19;Male;;No Relation;Fled/Apprehended;No;None
20211202WAGAS;Teen;Male;;;Fled/Escaped;No;None
20211201TXSAP;21;Male;;No Relation;Apprehended/Killed by SRO;No;None
20211130TNHUH;21;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20211130OHWHW;18;Male;;;Surrendered;No;Wounded
20211130MIOXO;15;Male;;Student;Surrendered;No;None
20211130CALOL;;;;No Relation;Fled/Escaped;No;None
20211129ILWER;Teen;Male;;Student;Fled/Escaped;No;None
20211129AZCHP;Teen;Male;;Student;Fled/Escaped;No;None
20211126CAWES;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20211125SCCEP;;;;;Fled/Escaped;No;None
20211124ILTHH;;;;;Fled/Escaped;No;None
20211123OHCLC;Adult;Male;;No Relation;Fled/Escaped;No;None
20211119MDGIB;;;;No Relation;Fled/Escaped;No;None
20211119COHIA;16;Male;;Student;Fled/Apprehended;No;None
20211119COHIA;16;Male;;Student;Fled/Apprehended;No;None
20211119COHIA;16;Male;;Student;Fled/Apprehended;No;None
20211119COHIA;17;Male;;Student;Fled/Apprehended;No;None
20211116NYPSB;45;Male;;No Relation;Apprehended/Killed by SRO;No;None
20211116FLJAJ;Adult;;;No Relation;Fled/Escaped;No;None
20211115NYPOP;13;Male;;Student;Fled/Apprehended;No;None
20211110NYITI;;;;No Relation;Fled/Escaped;No;None
20211110NCMOM;Teen;;;Student;Suicide;Yes;Suicide
20211109NMMEL;Adult;Male;;No Relation;Suicide;Yes;Suicide
20211108NYTHB;Teen;Male;;Student;Fled/Escaped;No;None
20211106FLOVO;Teen;Male;;Student;Fled/Apprehended;No;None
20211102NMHIH;12;Male;Hispanic;Student;Fled/Apprehended;No;None
20211102NMHIH;12;Male;;Student;Fled/Apprehended;No;None
20211030PASTM;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20211027SCCAS;17;Male;;Student;Fled/Apprehended;No;None
20211026MSCAN;;;;;Fled/Escaped;No;None
20211026ILWIC;Adult;Male;;No Relation;Fled/Escaped;No;None
20211022PAPHP;18;Male;;Student;Apprehended/Killed by LE;No;Wounded
20211021NYPSB;Adult;Male;;No Relation;Fled/Apprehended;No;None
20211021GABES;33;Male;White;No Relation;Apprehended/Killed by LE;No;None
20211018PALIP;21;Male;;Relative;Apprehended/Killed by LE;No;None
20211017ARROR;28;Male;;No Relation;Fled/Apprehended;No;None
20211015CAKEF;33;Male;Black;No Relation;Surrendered;No;None
20211015ALWIM;19;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20211014MEREP;;;;No Relation;Fled/Escaped;No;None
20211013PACHD;10;Male;;Student;Subdued by Students/Staff/Other;No;None
20211013PACHD;10;Male;;Student;Subdued by Students/Staff/Other;No;None
20211013ILMCC;;;;No Relation;Fled/Escaped;No;None
20211012OKUNT;Teen;Male;;Student;Fled/Apprehended;No;None
20211012MIELK;;Male;;No Relation;Fled/Escaped;No;None
20211012ILWEC;;;;;Fled/Escaped;No;None
20211012ARLIL;;;;No Relation;Fled/Escaped;No;None
20211011ORROP;;;;;Fled/Escaped;No;None
20211008OKCOC;Teen;;;Student;Apprehended/Killed by LE;No;None
20211007TXEAW;;;;No Relation;Fled/Escaped;No;None
20211007PAANP;;;;;Fled/Escaped;No;None
20211007NCEAD;39;Male;;No Relation;Suicide;Yes;Suicide
20211007DCWAW;18;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20211006TXTIA;18;Male;Black;Student;Fled/Apprehended;No;None
20211005NDHEH;Teen;;;Student;Suicide;;Suicide
20211005NCGAC;Teen;Male;;Student;Apprehended/Killed by LE;No;None
20211004PASCP;Adult;Male;;No Relation;Apprehended/Killed by LE;No;Wounded
20211004OHWOT;;Male;;;Fled/Escaped;No;None
20211004ILLAC;;;;;Fled/Escaped;No;None
20211001TXYEH;25;Male;Black;Former Student;Surrendered;No;None
20211001NCSEF;;;;;Fled/Escaped;No;None
20211001NCNOD;;;;;Fled/Escaped;No;None
20211001INBEI;16;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20211001INBEI;14;Male;;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by LE;No;None
20210930TNCUM;13;Male;;Student;Fled/Apprehended;No;None
20210930MSNEN;6;Male;;Student;Apprehended/Killed by LE;No;None
20210929OHSHS;Adult;Female;;Parent;Fled/Apprehended;No;None
20210928MESOS;;;;;Fled/Escaped;No;None
20210927ILCAC;Child;;;Student;Apprehended/Killed by LE;No;None
20210924VAESE;;;;;Fled/Escaped;No;None
20210924TNSTS;18;Male;Black;Student;Fled/Apprehended;No;None
20210924TNSTS;17;Male;Black;Student;Fled/Apprehended;No;None
20210924MDWIB;;;;No Relation;Fled/Escaped;No;None
20210924ALFAF;;;;;Fled/Escaped;No;None
20210923IDRIR;13;Female;;Student;Apprehended/Killed by SRO;No;None
20210922NYSOB;;;;;Fled/Escaped;No;None
20210922CTLIN;;;;No Relation;Fled/Escaped;No;None
20210921PAVAP;;;;;Fled/Escaped;No;None
20210921OHMIM;;;;;Fled/Escaped;No;None
20210921KSEAW;17;Male;;Student;Fled/Apprehended;No;None
20210921GAFRA;Adult;;;Parent;Fled/Escaped;No;None
20210921FLLAL;Minor;;;;Fled/Apprehended;No;None
20210920VAHEN;15;Male;;Student;Fled/Apprehended;No;None
20210920OHEAC;;Male;;No Relation;Fled/Escaped;No;None
20210920OHEAC;;Male;;No Relation;Fled/Escaped;No;None
20210918COWIC;;;;;Fled/Escaped;No;None
20210917VAHEH;;;;;Fled/Escaped;No;None
20210917TNAUK;;;;;Fled/Escaped;No;None
20210917PAWEP;Teen;;;;Fled/Escaped;No;None
20210917NCPAW;Teen;Male;;;Fled/Escaped;No;None
20210917GASWS;;;;;Fled/Escaped;No;None
20210916WIORM;Adult;Male;;No Relation;Fled/Escaped;No;None
20210916UTPRP;Teen;Male;;Student;Apprehended/Killed by LE;No;None
20210916OHBEC;;;;;Fled/Escaped;No;None
20210915VASPS;Child;;;Student;Apprehended/Killed by LE;No;None
20210915KYMAL;Adult;;;No Relation;Fled/Escaped;No;None
20210915ILCEC;15;Male;Black;Student;Fled/Apprehended;No;None
20210915ILCEC;17;Male;;Student;Fled/Apprehended;No;None
20210914TNLAL;15;Male;;Student;Fled/Apprehended;No;None
20210914MOMCH;Adult;Female;;Parent;Fled/Escaped;No;None
20210914MOMCH;Adult;Female;;Parent;Fled/Escaped;No;None
20210913SCEDC;54;Female;Black;Relative;Fled/Apprehended;No;None
20210910CONOA;;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210910CASTP;62;Male;White;No Relation;Apprehended/Killed by LE;No;None
20210909NCSHE;;;;;Fled/Escaped;No;None
20210909MITRF;Teen;Male;;Student;Apprehended/Killed by LE;No;None
20210909ILCHC;Adult;;;No Relation;Fled/Escaped;No;None
20210908MNPRB;;;;No Relation;Fled/Escaped;No;None
20210908MNPRB;;;;No Relation;Fled/Escaped;No;None
20210908MNPRB;;;;No Relation;Fled/Escaped;No;None
20210908ILCEC;18;Male;;Student;Fled/Escaped;No;None
20210907TNLAL;15;Male;;Student;Fled/Apprehended;No;None
20210907PAHAH;Teen;Male;;Student;Fled/Escaped;No;None
20210907MAOMG;18;Male;;No Relation;Fled/Apprehended;No;None
20210907MAOMG;18;Male;;No Relation;Fled/Apprehended;No;None
20210903NVDEL;Adult;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210903NCJUC;;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210903CAMTH;16;Male;;Student;Apprehended/Killed by LE;No;None
20210903CAMTH;Teen;Male;;Student;Fled/Apprehended;No;None
20210903CABUB;Adult;Male;;Intimate Relationship;Apprehended/Killed by LE;Yes;Fatal
20210902NMALA;16;Male;;Student;Fled/Apprehended;No;Wounded
20210902NMALA;Teen;;;Other Student;Fled/Escaped;No;None
20210902INWEG;Teen;Male;;;Fled/Escaped;No;None
20210902GAWOS;24;Male;;No Relation;Apprehended/Killed by LE;No;None
20210902CASAL;17;Male;;Student;Fled/Apprehended;No;None
20210902CASAL;17;Male;;Student;Fled/Apprehended;No;None
20210902ARLIL;36;Female;Black;Parent;Apprehended/Killed by SRO;No;None
20210901NCMTW;15;Male;Black;Student;Fled/Apprehended;No;None
20210901ILFRC;;;;No Relation;Fled/Escaped;No;None
20210830NJWEN;;;;;Fled/Escaped;No;None
20210830NCNEW;15;Male;Black;Student;Fled/Apprehended;No;None
20210830MDNEO;34;Male;;No Relation;Fled/Apprehended;No;None
20210830FLOKW;Teen;Male;;Student;Fled/Apprehended;No;None
20210828CASAS;;;;;Fled/Escaped;No;None
20210827VTEDB;;;;;Fled/Escaped;No;None
20210827VAFRW;17;Male;;Student;Fled/Apprehended;No;None
20210827PAACS;;;;Police Officer/SRO;Law Enforcement;;
20210827PAACS;;;;Police Officer/SRO;Law Enforcement;;
20210827PAACS;;;;Police Officer/SRO;Law Enforcement;;
20210827PAACS;16;Male;;Student;Fled/Apprehended;No;None
20210827PAACS;18;Male;;;Fled/Escaped;No;None
20210827KYAPO;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by LE;No;None
20210827INHAH;17;Male;Black;Former Student;Fled/Apprehended;No;None
20210826WAAKS;14;Male;;Former Student;Fled/Apprehended;No;None
20210826WAAKS;17;Male;;Former Student;Apprehended/Killed by LE;No;Wounded
20210826OHNOT;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210826NYHAH;27;Male;;;Fled/Apprehended;No;None
20210822ILWER;17;Male;;No Relation;Fled/Apprehended;No;None
20210820NEMIO;Adult;;;No Relation;Fled/Escaped;No;None
20210820CACEF;19;Male;;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by LE;No;None
20210818SCORO;14;Male;;Student;Fled/Apprehended;No;None
20210817COYED;18;Male;;No Relation;Fled/Apprehended;No;None
20210815VAROD;;;;No Relation;Fled/Escaped;No;None
20210814SCDAH;;;;;Fled/Escaped;No;None
20210814ILMAC;;;;No Relation;Fled/Escaped;No;None
20210813NMWAA;13;Male;Hispanic;Student;Apprehended/Killed by SRO;No;None
20210813GACAS;;;;;Fled/Escaped;No;None
20210812GALIL;;;;Police Officer/SRO;;;
20210812CANOS;Teen;;;Student;Apprehended/Killed by LE;No;None
20210811COMAC;;;;No Relation;Fled/Escaped;No;None
20210811CAOAO;;;;;Fled/Escaped;No;None
20210810OHEAC;12;Male;;Former Student;Surrendered;No;None
20210807ORGIP;;;;;Fled/Escaped;No;None
20210806LASTH;17;Male;Black;No Relation;Fled/Apprehended;No;None
20210805GACHD;23;Male;Black;Teacher;Fled/Apprehended;No;None
20210804ALBUM;;;;;Fled/Escaped;No;None
20210727WATYS;Adult;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210721ILTHC;;;;No Relation;Fled/Escaped;No;None
20210719TXCAC;Teen;;;Student;Fled/Apprehended;No;None
20210718ARFOL;Adult;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210709KSCAW;Adult;Male;;No Relation;Suicide;Yes;Suicide
20210708ILBEC;Adult;;;No Relation;Fled/Escaped;No;None
20210704NYDRR;;;;;Fled/Escaped;No;None
20210628CASLF;Adult;;;No Relation;Fled/Escaped;No;None
20210624ILABR;Adult;;;;Fled/Escaped;No;None
20210620CAGRM;Adult;;;Security Guard;Law Enforcement;No;None
20210614TXEAF;;Male;;;Fled/Escaped;No;None
20210614NCROR;;;;;Fled/Escaped;No;None
20210614NCROR;;;;;Fled/Escaped;No;None
20210614NCROR;;;;;Fled/Escaped;No;None
20210614NCRJW;26;Male;White;No Relation;Apprehended/Killed by LE;Yes;Fatal
20210613PAWIP;;Male;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210613PAPAC;78;Male;;No Relation;Suicide;No;Suicide
20210612MOMCF;18;Male;Black;Student;Fled/Apprehended;No;None
20210610CTHOW;41;Male;Hispanic;No Relation;Apprehended/Killed by LE;No;None
20210610CTHOW;45;Male;White;No Relation;Apprehended/Killed by LE;No;None
20210609VAWIR;Teen;Male;;Student;Fled/Apprehended;No;None
20210609TXNOH;18;Male;;Student;Fled/Apprehended;No;None
20210608PAMUS;17;Male;;No Relation;Fled/Apprehended;No;None
20210608KSHAK;16;Male;;No Relation;Fled/Apprehended;No;None
20210608KSHAK;17;Male;;;Fled/Apprehended;No;None
20210607TXEAF;;;;;Fled/Escaped;No;None
20210606VADRA;;;;No Relation;Fled/Escaped;No;None
20210606VADRA;;;;No Relation;Fled/Escaped;No;None
20210601ILLIC;17;Male;;;Fled/Escaped;No;None
20210525NJPAP;15;Male;;No Relation;Apprehended/Killed by LE;No;None
20210517TXBRE;13;Male;;Student;Fled/Escaped;No;None
20210517TNAUM;51;Male;White;No Relation;Apprehended/Killed by LE;No;None
20210517MDLOC;18;Male;;Relative;Apprehended/Killed by LE;No;None
20210517MDLOC;20;Female;Hispanic;Relative;Apprehended/Killed by LE;No;None
20210514CASAS;16;Male;;No Relation;Fled/Escaped;No;None
20210514CASAS;16;Male;;No Relation;Fled/Escaped;No;None
20210511NYPSB;Teen;Male;Black;Student;Fled/Escaped;No;None
20210511CAVEL;;;;No Relation;Fled/Escaped;No;None
20210506SCFOC;23;Male;;No Relation;Apprehended/Killed by LE;No;None
20210506IDRIR;13;Female;;Student;Subdued by Students/Staff/Other;No;None
20210505SCWAW;Teen;Male;;Student;Suicide;Yes;Suicide
20210505MICRC;Adult;Male;;No Relation;Apprehended/Killed by LE;No;Wounded
20210502ILCHC;Adult;;;No Relation;Fled/Escaped;No;None
20210502ILCHC;Adult;;;No Relation;Fled/Escaped;No;None
20210501MNBES;Adult;Male;;No Relation;Fled/Escaped;No;None
20210501MNBES;Adult;Male;;No Relation;Fled/Escaped;No;None
20210501MNBES;Adult;Male;;No Relation;Fled/Escaped;No;None
20210430INMAI;Adult;Male;;Parent;Fled/Escaped;No;None
20210429NYURB;15;Male;;Nonstudent;Fled/Apprehended;No;None
20210429NYURB;16;Male;;Nonstudent;Fled/Escaped;No;None
20210429CAVIV;17;Male;;Nonstudent;Fled/Apprehended;No;None
20210427TNLAM;Adult;Female;Black;Parent;Fled/Apprehended;No;None
20210427DESMS;47;Male;;Parent;Fled/Apprehended;Yes;Suicide
20210426MNPLP;12;Male;;Student;Surrendered;No;None
20210420TXHAH;Adult;Male;Black;No Relation;Fled/Apprehended;No;None
20210420TXHAH;Adult;Male;Black;No Relation;Fled/Apprehended;No;None
20210418OHWED;;;;No Relation;Fled/Escaped;No;None
20210413TNMAC;32;Female;White;Parent;Fled/Apprehended;No;None
20210412TNAUK;17;Male;Black;Student;Apprehended/Killed by LE;Yes;Fatal
20210412CASAS;36;Male;Hispanic;No Relation;Apprehended/Killed by LE;Yes;None
20210411INBIH;38;Male;Black;No Relation;Fled/Apprehended;No;None
20210407ILPEP;14;Male;;Student;Subdued by Students/Staff/Other;No;None
20210406ILBAC;19;Male;;No Relation;Fled/Apprehended;No;None
20210401OKCLC;;;;;Fled/Escaped;No;None
20210401ALSES;15;Male;;Student;Fled/Apprehended;No;None
20210327MAPEC;;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210326MOCAS;33;Male;;No Relation;Apprehended/Killed by LE;Yes;Fatal
20210324ORFOS;Teen;Male;;No Relation;Fled/Apprehended;No;None
20210319WVSPM;Teen;Male;;;Fled/Apprehended;No;None
20210319WVSPM;Teen;Male;;;Fled/Apprehended;No;None
20210318KYGRL;36;Male;White;Parent;Apprehended/Killed by LE;No;None
20210315INMEM;18;Male;;No Relation;Fled/Apprehended;No;None
20210315INMEM;20;Male;Black;No Relation;Fled/Apprehended;No;None
20210313TXLEA;66;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20210311OHCIC;Adult;;;No Relation;Fled/Escaped;No;None
20210309TNSAK;;;;No Relation;Fled/Escaped;No;None
20210308SCEDC;54;Female;Black;Relative;Fled/Apprehended;No;None
20210301ARWAP;15;Male;;Student;Fled/Apprehended;No;None
20210226LAGEN;35;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Surrendered;No;None
20210224WAGAY;Teen;Male;;No Relation;Fled/Apprehended;No;None
20210222CAHOV;;;;No Relation;Fled/Escaped;No;None
20210219ILLIR;;;;No Relation;Fled/Escaped;No;None
20210217TNKNK;30;Male;Black;No Relation;Fled/Apprehended;No;None
20210216NCTHS;Child;Male;;Student;Apprehended/Killed by SRO;No;None
20210216NCTHS;Child;Male;;Student;Apprehended/Killed by SRO;No;None
20210214MNROM;;;;No Relation;Fled/Escaped;No;None
20210210TXFOF;17;Male;;No Relation;Fled/Apprehended;No;None
20210210TXFOF;18;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20210210NJSCP;;;;No Relation;Fled/Escaped;No;None
20210210LASTS;Adult;Male;Black;No Relation;Fled/Escaped;No;None
20210208MISCG;;Male;;No Relation;Fled/Escaped;No;None
20210205MDBEM;;;;No Relation;Fled/Escaped;No;None
20210201MIMUD;Teen;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20210127MSHAH;14;Male;Black;;Apprehended/Killed by LE;No;Wounded
20210127FLHOH;Teen;;;Student;Apprehended/Killed by Other;No;None
20210127FLHOH;Teen;;;Student;Apprehended/Killed by Other;No;None
20210121OKLOG;Adult;Male;;Parent;Fled/Apprehended;No;Wounded
20210121OHEAC;Adult;Male;;No Relation;Fled/Escaped;No;None
20210114MDHIW;;;;No Relation;Fled/Escaped;No;None
20210110ILSOS;;;;;Fled/Escaped;No;None
20210104NYPEJ;Adult;Male;;No Relation;Fled/Apprehended;No;None
20201229WAROS;;;;;Fled/Escaped;No;None
20201225FLYOP;;;;;Fled/Escaped;No;None
20201216ILDUC;;;;No Relation;Fled/Escaped;No;None
20201211VATAY;;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20201207ILEAC;;;;No Relation;Fled/Escaped;No;None
20201125KSABG;31;Male;;No Relation;Fled/Apprehended;No;None
20201124NCHEH;13;Male;;Student;Surrendered;No;None
20201117TXWEW;Teen;Male;;Nonstudent;Attempted Suicide;No;Wounded
20201117MTGRG;19;Male;White;No Relation;Apprehended/Killed by LE;No;None
20201116TNWIM;25;Male;Black;No Relation;Fled/Apprehended;No;None
20201113NCLIL;;;;No Relation;Fled/Escaped;No;None
20201112PANAH;18;Male;;No Relation;Fled/Escaped;No;None
20201112CACEU;Adult;;;No Relation;Fled/Escaped;No;None
20201109TXCOH;;;;No Relation;Fled/Escaped;No;None
20201109CABAL;Adult;Male;;No Relation;Suicide;Yes;Fatal
20201108INTET;23;Male;Black;No Relation;Fled/Apprehended;No;None
20201106AZKHT;74;Male;White;No Relation;Apprehended/Killed by LE;No;None
20201102COERE;;;;;Fled/Escaped;No;None
20201029FLLAM;;;;No Relation;Fled/Escaped;No;None
20201028NYROR;;;;No Relation;Fled/Escaped;No;None
20201026GARIR;Adult;Male;Black;No Relation;Fled/Escaped;No;None
20201024CTSTS;;;;;Fled/Escaped;No;None
20201020ARJAP;17;Male;;;Fled/Apprehended;No;None
20201018KYSEL;;;;;Fled/Escaped;No;None
20201014WAWAS;23;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20201014WAWAS;26;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20201014PABRB;11;Male;;Student;Apprehended/Killed by LE;No;None
20201013RIRHP;;;;No Relation;Fled/Escaped;No;None
20201012TXNOD;Adult;Male;;No Relation;Apprehended/Killed by SRO;No;None
20201012MNSHS;;;;No Relation;Fled/Escaped;No;None
20201009FLJEJ;18;Male;;Student;Apprehended/Killed by SRO;No;None
20201005OKSOM;Teen;;;Student;Apprehended/Killed by LE;No;None
20201005ARKIH;Adult;Male;;;Fled/Apprehended;No;None
20201005ARKIH;;;;;Fled/Escaped;No;None
20201002PAMAE;;;;;Fled/Escaped;No;None
20200930CADYL;;;;No Relation;Fled/Escaped;No;None
20200928CTEAN;Adult;;;No Relation;Fled/Escaped;No;None
20200925NJHAH;;;;No Relation;Fled/Escaped;No;None
20200925ILROR;30;Male;;No Relation;Fled/Apprehended;No;None
20200924ILMCS;;Male;;No Relation;Apprehended/Killed by LE;No;None
20200924CAWAC;25;Male;Hispanic;No Relation;Apprehended/Killed by LE;No;None
20200924CAWAC;27;Male;Hispanic;No Relation;Apprehended/Killed by LE;No;None
20200924CAWAC;29;Male;Hispanic;No Relation;Apprehended/Killed by LE;No;None
20200923PAWIW;22;Male;Black;No Relation;Fled/Apprehended;No;None
20200923FLHIJ;18;Male;Black;No Relation;Fled/Apprehended;No;None
20200921CAPLP;46;Male;;No Relation;Attempted Suicide;No;Wounded
20200920UTLIS;;;;No Relation;Fled/Escaped;No;None
20200919CAKRS;;;;;Fled/Escaped;No;None
20200918KYWIL;;;;Nonstudent Using Athletic Facilities/Attending Game;Fled/Escaped;No;None
20200917ORDRP;;;;No Relation;Fled/Escaped;No;None
20200917OHELA;Teen;Male;;;Fled/Escaped;No;None
20200916WAARG;Adult;Male;;No Relation;Surrendered;No;None
20200916CASOS;20;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20200915UTVIB;27;Male;;No Relation;Apprehended/Killed by LE;Yes;Fatal
20200915SCYOR;;;;;Fled/Escaped;No;None
20200910OHSAC;Adult;;;No Relation;Fled/Escaped;No;None
20200910ILPEP;Adult;Male;;No Relation;Fled/Escaped;No;None
20200909TXSOH;Adult;Male;;No Relation;Fled/Escaped;No;None
20200909PAWEW;Adult;Male;White;No Relation;Fled/Escaped;No;None
20200904FLLOJ;Adult;;;No Relation;Fled/Escaped;No;None
20200903GADOA;Adult;;;No Relation;Fled/Escaped;No;None
20200830TXLOD;17;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20200825MOWEC;Adult;;;No Relation;Fled/Escaped;No;None
20200817MIABG;Adult;Male;;No Relation;Fled/Escaped;No;None
20200804PAKEP;29;Male;;No Relation;Fled/Apprehended;No;None
20200729ILCOC;17;Male;;;Apprehended/Killed by LE;No;Wounded
20200727AZCAO;40;Male;;Other Staff;Apprehended/Killed by Other;Yes;Fatal
20200721SCBRO;21;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
20200714MIWID;Adult;Male;;No Relation;Fled/Escaped;No;None
20200704INLAM;22;Male;White;No Relation;Fled/Apprehended;No;None
20200701ILFRP;25;Male;White;No Relation;Fled/Apprehended;No;None
20200630OHLAW;19;Male;White;No Relation;Fled/Apprehended;No;None
20200627VAHAS;17;Male;;Unknown;Fled/Apprehended;No;None
20200621INCOC;14;Male;;Unknown;Fled/Apprehended;No;None
20200621INCOC;16;Male;;Unknown;Fled/Apprehended;No;None
20200621INCOC;16;Male;;Unknown;Fled/Apprehended;No;None
20200618INJOI;;;;No Relation;Fled/Escaped;;
20200616FLTOM;;Male;;No Relation;Fled/Escaped;No;None
20200603IAGAD;Adult;Male;;No Relation;Fled/Escaped;No;None
20200527OHLUC;21;Male;;No Relation;Apprehended/Killed by Other;Yes;Fatal
20200527OHLUC;Adult;Male;;No Relation;Surrendered;No;Wounded
20200525ALORM;;Male;;No Relation;Fled/Escaped;No;None
20200522OHMIC;;;;Unknown;Fled/Escaped;No;None
20200519VAWEM;18;Male;;No Relation;Fled/Apprehended;No;None
20200515NCSTC;Adult;Male;White;No Relation;Fled/Apprehended;No;None
20200505CAGOV;;;;Unknown;Fled/Escaped;No;None
20200419NCABR;24;Male;;No Relation;Fled/Apprehended;No;None
20200413NEMOO;;Male;;No Relation;Fled/Escaped;No;None
20200330GANAS;;;;No Relation;Fled/Apprehended;No;None
20200330GANAS;;;;No Relation;Fled/Apprehended;No;None
20200324LAROM;Adult;Male;;No Relation;Fled/Apprehended;No;None
20200324LAROM;26;Male;;No Relation;Fled/Apprehended;No;None
20200324LAROM;Adult;Male;;No Relation;Fled/Apprehended;No;None
20200318LABOS;Teen;Male;;Unknown;Fled/Escaped;No;None
20200315TXATH;20;Male;Black;Former Student;Fled/Apprehended;No;None
20200313TNPIR;Adult;Male;;Police Officer/SRO;Law Enforcement;No;None
20200310PASHN;41;Male;;Unknown;Fled/Apprehended;No;None
20200305FLSAW;55;Male;Hispanic;Security Guard;Fled/Apprehended;No;None
20200302TXNOF;Teen;Male;;Student;Apprehended/Killed by LE;No;None
20200227FLJET;69;Male;;Police Officer/SRO;Law Enforcement;No;Wounded
20200221NMCEA;;;;Unknown;Fled/Escaped;No;None
20200215DCDUW;;;;Unknown;Fled/Escaped;No;None
20200212MOJOF;Adult;Male;;Parent;Fled/Escaped;No;None
20200205NHSEC;17;Male;;Student;Suicide;Yes;Suicide
20200204LABEA;17;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Apprehended/Killed by SRO;No;None
20200203FLGEJ;;;;No Relation;Fled/Escaped;No;None
20200201TXHIH;Adult;Male;;No Relation;Fled/Escaped;No;None
20200131CADEA;15;Male;;Unknown;Fled/Apprehended;No;None
20200128TXLUL;17;Male;Black;No Relation;Fled/Apprehended;No;None
20200128TNWHM;18;Male;Black;Unknown;Fled/Escaped;No;None
20200128NYMAQ;16;Male;;Student;Surrendered;No;Wounded
20200127WAROY;18;Male;Hispanic;No Relation;Fled/Apprehended;No;None
20200123CAOXO;;;;No Relation;Fled/Escaped;No;None
20200121NEPAL;;;;Unknown;Fled/Escaped;No;None
20200121ILLIC;;Male;;Unknown;Fled/Escaped;No;None
20200119TXNOF;Adult;Male;;No Relation;Fled/Escaped;No;None
20200119TXNOF;Adult;Male;;No Relation;Fled/Escaped;No;None
20200117SCCAS;16;Male;;Student;Suicide;Yes;Suicide
20200117MITHH;25;Male;;Parent;Surrendered;No;None
20200114TXPOM;17;Male;Black;Nonstudent Using Athletic Facilities/Attending Game;Fled/Apprehended;No;None
